src|match|phone match|stress match|syl match|freq|row|col|ref|pred
FAULKNER|True|True|True|True|10|6|13|1 f oo k - 0 n @|1 f oo k - 0 n @
WAS|True|True|True|True|81994|6|14|1 w o z|1 w o z
ASKED|True|True|True|True|4005|6|15|1 aa s k t|1 aa s k t
WHETHER|True|True|True|True|1930|6|16|1 w e - 0 dh @|1 w e - 0 dh @
HE|True|True|True|True|88355|6|17|1 h ii|1 h ii
WANTED|True|True|True|True|1373|6|18|1 w o n t - 0 i d|1 w o n t - 0 i d
THE|True|True|True|True|411541|6|19|0 dh @|0 dh @
CHANGE|True|True|True|True|1147|6|20|1 ch ei n jh|1 ch ei n jh
N|True|True|True|True|97|8|1|1 e n|1 e n
THIS|True|True|True|True|30397|8|2|1 dh i s|1 dh i s
COPY|True|True|True|True|147|8|3|1 k o - 0 p iy|1 k o - 0 p iy
THE|True|True|True|True|411541|8|4|0 dh @|0 dh @
MISTAKE|True|True|True|True|376|8|5|0 m i - 1 s t ei k|0 m i - 1 s t ei k
IN|True|True|True|True|114161|8|6|1 i n|1 i n
THE|True|True|True|True|411541|8|7|0 dh @|0 dh @
RED|True|True|True|True|1747|8|8|1 r e d|1 r e d
CIRCLE|True|True|True|True|337|8|9|1 s @@r - 0 k l!|1 s @@r - 0 k l!
IS|True|True|True|True|50902|8|10|1 i z|1 i z
CORRECTED|True|True|True|True|61|8|11|0 k @ - 1 r e k t - 0 i d|0 k @ - 1 r e k t - 0 i d
WITH|True|True|True|True|54593|8|12|1 w i dh|1 w i dh
A|True|True|True|True|148138|8|13|1 ei|1 ei
SLIP|True|True|True|True|216|8|14|1 s l i p|1 s l i p
OF|True|True|True|True|205962|8|15|1 o v|1 o v
PAPER|True|True|True|True|981|8|16|1 p ei - 0 p @|1 p ei - 0 p @
PASTED|True|True|True|True|10|8|17|1 p ei s t - 0 i d|1 p ei s t - 0 i d
OVER|True|True|True|True|9169|8|18|1 ou - 0 v @|1 ou - 0 v @
THE|True|True|True|True|411541|8|19|0 dh @|0 dh @
MISPRINT|True|True|True|True|1|8|20|1 m i s - 0 p r i n t|1 m i s - 0 p r i n t
A|True|True|True|True|148138|9|1|1 ei|1 ei
TYPOGRAPHICAL|False|False|True|True|5|9|2|2 t ai p - 0 @ - 1 g r a - 0 f i k - 0 l!|2 t ai p - 0 @ - 1 g r a - 0 f i k - 0 @ lw
ERROR|True|True|True|True|204|9|3|1 e - 0 r @|1 e - 0 r @
OFTEN|True|True|True|True|2162|9|4|1 o f - 0 t @ n|1 o f - 0 t @ n
SHORTENED|True|True|True|True|15|9|5|1 sh oo t - 0 @ n d|1 sh oo t - 0 @ n d
TO|True|True|True|True|185876|9|6|0 t uu|0 t uu
ALSO|True|True|True|True|3374|9|8|1 oo lw - 0 s ou|1 oo lw - 0 s ou
CALLED|True|True|True|True|2820|9|9|1 k oo lw d|1 k oo lw d
A|True|True|True|True|148138|9|10|1 ei|1 ei
MISPRINT|True|True|True|True|1|9|11|1 m i s - 0 p r i n t|1 m i s - 0 p r i n t
IS|True|True|True|True|50902|9|12|1 i z|1 i z
A|True|True|True|True|148138|9|13|1 ei|1 ei
MISTAKE|True|True|True|True|376|9|14|0 m i - 1 s t ei k|0 m i - 1 s t ei k
SUCH|True|True|True|True|9020|9|15|1 s uh ch|1 s uh ch
AS|True|True|True|True|55144|9|16|1 a z|1 a z
A|True|True|True|True|148138|9|17|1 ei|1 ei
SPELLING|True|True|True|True|36|9|18|1 s p e l - 0 i ng|1 s p e l - 0 i ng
OR|True|True|True|True|22264|9|19|1 oo|1 oo
ERROR|True|True|True|True|204|9|21|1 e - 0 r @|1 e - 0 r @
MADE|True|True|True|True|8936|9|22|1 m ei d|1 m ei d
IN|True|True|True|True|114161|9|23|1 i n|1 i n
THE|True|True|True|True|411541|9|24|0 dh @|0 dh @
TYPING|True|True|True|True|2|9|25|1 t ai p - 0 i ng|1 t ai p - 0 i ng
OF|True|True|True|True|205962|9|26|1 o v|1 o v
PRINTED|True|True|True|True|132|9|27|1 p r i n t - 0 i d|1 p r i n t - 0 i d
OR|True|True|True|True|22264|9|28|1 oo|1 oo
ELECTRONIC|False|False|False|True|1|9|29|0 i - 2 l e k - 1 t r o n - 0 i k|2 e - 0 l i k - 1 t r o n - 0 i k
MATERIAL|True|True|True|True|430|9|30|0 m @ - 1 t i@ - 0 r iy @ lw|0 m @ - 1 t i@ - 0 r iy @ lw
STING|True|True|True|True|70|10|1|1 s t i ng|1 s t i ng
SUPPOSED|True|True|True|True|563|10|2|0 s @ - 1 p ou z d|0 s @ - 1 p ou z d
THE|True|True|True|True|411541|10|3|0 dh @|0 dh @
LATTER|True|True|True|True|712|10|4|1 l a - 0 t @|1 l a - 0 t @
WAS|True|True|True|True|81994|10|5|1 w o z|1 w o z
DUE|True|True|True|True|546|10|6|1 d y uu|1 d y uu
TO|True|True|True|True|185876|10|7|0 t uu|0 t uu
A|True|True|True|True|148138|10|8|1 ei|1 ei
MISPRINT|True|True|True|True|1|10|9|1 m i s - 0 p r i n t|1 m i s - 0 p r i n t
IN|True|True|True|True|114161|10|10|1 i n|1 i n
THE|True|True|True|True|411541|10|11|0 dh @|0 dh @
LYRICS|True|True|True|True|4|10|12|1 l i - 0 r i k s|1 l i - 0 r i k s
CASH|True|True|True|True|90|10|13|1 k a sh|1 k a sh
WAS|True|True|True|True|81994|10|14|1 w o z|1 w o z
USING|True|True|True|True|194|10|15|1 y uu z - 0 i ng|1 y uu z - 0 i ng
THE|True|True|True|True|411541|11|1|0 dh @|0 dh @
IS|True|True|True|True|50902|11|3|1 i z|1 i z
EXPECTED|True|True|True|True|797|11|4|0 i k - 1 s p e k t - 0 i d|0 i k - 1 s p e k t - 0 i d
TO|True|True|True|True|185876|11|5|0 t uu|0 t uu
HELP|True|True|True|True|2110|11|6|1 h e lw p|1 h e lw p
THE|True|True|True|True|411541|11|7|0 dh ii|0 dh ii
INTELLIGENCE|True|True|True|True|373|11|8|0 i n - 1 t e - 0 l i - 0 jh @ n s|0 i n - 1 t e - 0 l i - 0 jh @ n s
AGENCIES|True|True|True|True|32|11|9|1 ei - 0 jh @ n s - 0 iy z|1 ei - 0 jh @ n s - 0 iy z
WORK|True|True|True|True|3879|11|10|1 w @@r k|1 w @@r k
TOGETHER|True|True|True|True|2589|11|11|0 t @ - 1 g e - 0 dh @|0 t @ - 1 g e - 0 dh @
THE|True|True|True|True|411541|12|1|0 dh @|0 dh @
MEN'S|True|True|True|True|154|12|2|1 m e n z|1 m e n z
AND|True|True|True|True|231451|12|3|1 a n d|1 a n d
WOMEN'S|True|True|True|True|59|12|4|1 w i - 0 m i n z|1 w i - 0 m i n z
RACES|True|True|True|True|103|12|5|1 r ei s - 0 i z|1 r ei s - 0 i z
TOOK|True|True|True|True|4422|12|6|1 t u k|1 t u k
PLACE|True|True|True|True|4931|12|7|1 p l ei s|1 p l ei s
AT|True|True|True|True|38469|12|8|1 a t|1 a t
THE|True|True|True|True|411541|12|9|0 dh @|0 dh @
BASIN|True|True|True|True|126|12|10|1 b ei - 0 s n!|1 b ei - 0 s n!
ALONG|True|True|True|True|2298|12|11|0 @ - 1 l o ng|0 @ - 1 l o ng
WITH|True|True|True|True|54593|12|12|1 w i dh|1 w i dh
A|True|True|True|True|148138|12|13|1 ei|1 ei
OF|True|True|True|True|205962|12|15|1 o v|1 o v
THE|True|True|True|True|411541|12|16|0 dh @|0 dh @
RACE|True|True|True|True|617|12|18|1 r ei s|1 r ei s
WHO|True|True|True|True|17390|14|2|1 h uu|1 h uu
HAD|True|True|True|True|50535|14|3|1 h a d|1 h a d
VAULTED|True|True|True|True|29|14|4|1 v oo lw t - 0 i d|1 v oo lw t - 0 i d
ON|True|True|True|True|38449|14|5|1 o n|1 o n
THE|True|True|True|True|411541|14|6|0 dh ii|0 dh ii
INCORRECTLY|True|True|True|True|6|14|7|2 i n - 0 k @ - 1 r e k t - 0 l iy|2 i n - 0 k @ - 1 r e k t - 0 l iy
SET|True|True|True|True|2972|14|8|1 s e t|1 s e t
APPARATUS|True|True|True|True|111|14|9|2 a - 0 p @ - 1 r ei - 0 t @ s|2 a - 0 p @ - 1 r ei - 0 t @ s
WERE|True|True|True|True|25818|14|10|1 w @@r|1 w @@r
INVITED|True|True|True|True|241|14|11|0 i n - 1 v ai t - 0 i d|0 i n - 1 v ai t - 0 i d
TO|True|True|True|True|185876|14|12|0 t uu|0 t uu
THEIR|True|True|True|True|20540|14|14|1 dh eir|1 dh eir
VAULTS|True|True|True|True|24|14|15|1 v oo lw t s|1 v oo lw t s
AT|True|True|True|True|38469|14|16|1 a t|1 a t
THE|True|True|True|True|411541|14|17|0 dh ii|0 dh ii
END|True|True|True|True|2846|14|18|1 e n d|1 e n d
OF|True|True|True|True|205962|14|19|1 o v|1 o v
THE|True|True|True|True|411541|14|20|0 dh @|0 dh @
SESSION|True|True|True|True|82|14|21|1 s e - 0 sh n!|1 s e - 0 sh n!
RAY|True|True|True|True|157|14|22|1 r ei|1 r ei
ACCEPTED|True|True|True|True|375|14|23|0 @ k - 1 s e p t - 0 i d|0 @ k - 1 s e p t - 0 i d
THIS|True|True|True|True|30397|14|24|1 dh i s|1 dh i s
OFFER|True|True|True|True|539|14|25|1 o - 0 f @|1 o - 0 f @
AND|True|True|True|True|231451|14|26|1 a n d|1 a n d
ENDED|True|True|True|True|353|14|27|1 e n d - 0 i d|1 e n d - 0 i d
UP|True|True|True|True|15910|14|28|1 uh p|1 uh p
IN|True|True|True|True|114161|14|29|1 i n|1 i n
THIRTEENTH|True|True|True|True|41|14|30|0 th @@r - 1 t ii n th|0 th @@r - 1 t ii n th
PLACE|True|True|True|True|4931|14|31|1 p l ei s|1 p l ei s
WITH|True|True|True|True|54593|14|32|1 w i dh|1 w i dh
HER|True|True|True|True|48441|14|33|1 h @@r|1 h @@r
REVISED|True|True|True|True|17|14|34|0 r i - 1 v ai z d|0 r i - 1 v ai z d
SCORE|True|True|True|True|188|14|35|1 s k oo|1 s k oo
TIME|True|True|True|True|11934|15|1|1 t ai m|1 t ai m
CONSUMING|True|True|True|True|19|15|2|0 k @ n - 1 s y uu m - 0 i ng|0 k @ n - 1 s y uu m - 0 i ng
WORK|True|True|True|True|3879|15|3|1 w @@r k|1 w @@r k
HAD|True|True|True|True|50535|15|5|1 h a d|1 h a d
TO|True|True|True|True|185876|15|6|0 t uu|0 t uu
BE|True|True|True|True|40425|15|7|1 b ii|1 b ii
EVEN|True|True|True|True|6500|15|9|1 ii - 0 v n!|1 ii - 0 v n!
THOUGH|True|True|True|True|4916|15|10|1 dh ou|1 dh ou
NO|True|True|True|True|21357|15|11|1 n ou|1 n ou
NEED|True|True|True|True|1470|15|12|1 n ii d|1 n ii d
FOR|True|True|True|True|53032|15|13|0 f @|0 f @
A|True|True|True|True|148138|15|14|1 ei|1 ei
EXISTED|True|True|True|True|172|15|16|0 i g - 1 z i s t - 0 i d|0 i g - 1 z i s t - 0 i d
IN|True|True|True|True|114161|16|1|1 i n|1 i n
TWENTY|True|True|True|True|2147|16|2|1 t w e n - 0 t iy|1 t w e n - 0 t iy
NINETEEN|True|True|True|True|326|16|3|0 n ai n - 1 t ii n|0 n ai n - 1 t ii n
WAS|True|True|True|True|81994|16|6|1 w o z|1 w o z
FUNDAMENTALLY|True|True|True|True|12|16|7|2 f uh n - 0 d @ - 1 m e n t - 0 l! - 0 iy|2 f uh n - 0 d @ - 1 m e n t - 0 l! - 0 iy
CHANGED|True|True|True|True|789|16|8|1 ch ei n jh d|1 ch ei n jh d
REVEALING|True|True|True|True|44|16|9|0 r i - 1 v ii l - 0 i ng|0 r i - 1 v ii l - 0 i ng
SHE|True|True|True|True|43123|16|10|1 sh ii|1 sh ii
HAD|True|True|True|True|50535|16|11|1 h a d|1 h a d
BEEN|True|True|True|True|16877|16|12|1 b ii n|1 b ii n
A|True|True|True|True|148138|16|13|1 ei|1 ei
ALL|True|True|True|True|30726|16|15|1 oo lw|1 oo lw
ALONG|True|True|True|True|2298|16|16|0 @ - 1 l o ng|0 @ - 1 l o ng
WITH|True|True|True|True|54593|16|17|1 w i dh|1 w i dh
A|True|True|True|True|148138|16|18|1 ei|1 ei
RARE|True|True|True|True|312|16|19|1 r eir|1 r eir
POWER|True|True|True|True|2354|16|20|1 p ow @|1 p ow @
THAT|True|True|True|True|87082|16|21|1 dh a t|1 dh a t
LET|True|True|True|True|4816|16|22|1 l e t|1 l e t
HER|True|True|True|True|48441|16|23|1 h @@r|1 h @@r
HER|True|True|True|True|48441|16|25|1 h @@r|1 h @@r
LIFE|True|True|True|True|6584|16|26|1 l ai f|1 l ai f
EVERY|True|True|True|True|6387|16|27|1 e v - 0 r iy|1 e v - 0 r iy
TIME|True|True|True|True|11934|16|28|1 t ai m|1 t ai m
SHE|True|True|True|True|43123|16|29|1 sh ii|1 sh ii
DIED|True|True|True|True|951|16|30|1 d ai d|1 d ai d
THE|True|True|True|True|411541|17|1|0 dh @|0 dh @
GUYS|True|True|True|True|2|17|2|1 g ai z|1 g ai z
TRY|True|True|True|True|1167|17|3|1 t r ai|1 t r ai
TO|True|True|True|True|185876|17|4|0 t uu|0 t uu
THE|True|True|True|True|411541|17|6|0 dh @|0 dh @
BATHROOM|True|True|True|True|17|17|7|1 b aa th - 3 r uu m|1 b aa th - 3 r uu m
AFTER|True|True|True|True|8713|17|8|1 aa f - 0 t @|1 aa f - 0 t @
MO|True|True|True|True|8|17|9|1 m ou|1 m ou
GIVES|True|True|True|True|472|17|10|1 g i v z|1 g i v z
THEM|True|True|True|True|20342|17|11|1 dh e m|1 dh e m
A|True|True|True|True|148138|17|12|1 ei|1 ei
FLOOR|True|True|True|True|967|17|13|1 f l oo|1 f l oo
PLAN|True|True|True|True|515|17|14|1 p l a n|1 p l a n
DREW|True|True|True|True|1057|17|16|1 d r uu|1 d r uu
UP|True|True|True|True|15910|17|17|1 uh p|1 uh p
ON|True|True|True|True|38449|17|18|1 o n|1 o n
WHAT|True|True|True|True|18064|17|19|1 w o t|1 w o t
HER|True|True|True|True|48441|17|20|1 h @@r|1 h @@r
DREAM|True|True|True|True|944|17|21|1 d r ii m|1 d r ii m
BATHROOM|True|True|True|True|17|17|22|1 b aa th - 3 r uu m|1 b aa th - 3 r uu m
WOULD|True|True|True|True|20043|17|23|1 w u d|1 w u d
LOOK|True|True|True|True|4255|17|24|1 l u k|1 l u k
LIKE|True|True|True|True|11186|17|25|1 l ai k|1 l ai k
BUT|True|True|True|True|45805|18|1|1 b uh t|1 b uh t
IN|True|True|True|True|114161|18|2|1 i n|1 i n
THIS|True|True|True|True|30397|18|3|1 dh i s|1 dh i s
CASE|True|True|True|True|1912|18|4|1 k ei s|1 k ei s
WE|True|True|True|True|22453|18|5|1 w ii|1 w ii
GOT|True|True|True|True|3716|18|6|1 g o t|1 g o t
THEIR|True|True|True|True|20540|18|7|1 dh eir|1 dh eir
MODELS|True|True|True|True|30|18|8|1 m o - 0 d l! z|1 m o - 0 d l! z
AND|True|True|True|True|231451|18|9|1 a n d|1 a n d
WE|True|True|True|True|22453|18|10|1 w ii|1 w ii
HAD|True|True|True|True|50535|18|11|1 h a d|1 h a d
TO|True|True|True|True|185876|18|12|0 t uu|0 t uu
THE|True|True|True|True|411541|18|14|0 dh @|0 dh @
TEXTURE|True|True|True|True|49|18|15|1 t e k s - 0 ch @|1 t e k s - 0 ch @
SPACES|True|True|True|True|79|18|16|1 s p ei s - 0 i z|1 s p ei s - 0 i z
BECAUSE|True|True|True|True|4170|18|17|0 b i - 1 k o z|0 b i - 1 k o z
THE|True|True|True|True|411541|18|18|0 dh @|0 dh @
WAY|True|True|True|True|7204|18|19|1 w ei|1 w ei
WE|True|True|True|True|22453|18|20|1 w ii|1 w ii
TEXTURE|True|True|True|True|49|18|21|1 t e k s - 0 ch @|1 t e k s - 0 ch @
MAPS|True|True|True|True|33|18|22|1 m a p s|1 m a p s
IS|True|True|True|True|50902|18|23|1 i z|1 i z
DIFFERENT|True|True|True|True|1607|18|24|1 d i - 0 f r @ n t|1 d i - 0 f r @ n t
GREENWOOD|True|True|True|True|14|19|1|1 g r ii n - 0 w u d|1 g r ii n - 0 w u d
ALLOWED|True|True|True|True|770|19|2|0 @ - 1 l ow d|0 @ - 1 l ow d
A|True|True|True|True|148138|19|3|1 ei|1 ei
OF|True|True|True|True|205962|19|5|1 o v|1 o v
THE|True|True|True|True|411541|19|6|0 dh @|0 dh @
GERMAN|True|True|True|True|335|19|7|1 jh @@r - 0 m @ n|1 jh @@r - 0 m @ n
ARMOUR|True|True|True|True|60|19|8|1 aa - 0 m @|1 aa - 0 m @
COUNTERS|True|True|True|True|8|19|9|1 k ow n t - 0 @ z|1 k ow n t - 0 @ z
WHILE|True|True|True|True|5390|19|10|1 w ai lw|1 w ai lw
ALSO|True|True|True|True|3374|19|11|1 oo lw - 0 s ou|1 oo lw - 0 s ou
INTRODUCING|True|True|True|True|38|19|12|2 i n - 0 t r @ - 1 d y uu s - 0 i ng|2 i n - 0 t r @ - 1 d y uu s - 0 i ng
THE|True|True|True|True|411541|19|13|0 dh ii|0 dh ii
ITALIANS|True|True|True|True|19|19|14|0 i - 1 t a - 0 l iy @ n z|0 i - 1 t a - 0 l iy @ n z
FOLLOWED|True|True|True|True|1414|19|15|1 f o - 0 l ou d|1 f o - 0 l ou d
BY|True|True|True|True|30523|19|16|1 b ai|1 b ai
A|True|True|True|True|148138|19|17|1 ei|1 ei
RUSSIAN|True|True|True|True|132|19|18|1 r uh - 0 sh @ n|1 r uh - 0 sh @ n
FRONT|True|True|True|True|1124|19|19|1 f r uh n t|1 f r uh n t
THE|True|True|True|True|411541|19|22|0 dh @|0 dh @
RUSSIANS|True|True|True|True|37|19|23|1 r uh - 0 sh @ n z|1 r uh - 0 sh @ n z
PREDICTIONS|True|True|True|True|8|20|2|0 p r i - 1 d i k - 0 sh n! z|0 p r i - 1 d i k - 0 sh n! z
ON|True|True|True|True|38449|20|3|1 o n|1 o n
FUTURE|True|True|True|True|793|20|4|1 f y uu - 0 ch @|1 f y uu - 0 ch @
WERE|True|True|True|True|25818|20|6|1 w @@r|1 w @@r
ALSO|True|True|True|True|3374|20|7|1 oo lw - 0 s ou|1 oo lw - 0 s ou
INACCURATE|True|True|True|True|7|20|8|0 i n - 1 a - 0 k y uw - 0 r @ t|0 i n - 1 a - 0 k y uw - 0 r @ t
GIVEN|True|True|True|True|2068|20|9|1 g i v - 0 n!|1 g i v - 0 n!
THE|True|True|True|True|411541|20|10|0 dh @|0 dh @
NEED|True|True|True|True|1470|20|11|1 n ii d|1 n ii d
TO|True|True|True|True|185876|20|12|0 t uu|0 t uu
EVERY|True|True|True|True|6387|20|14|1 e v - 0 r iy|1 e v - 0 r iy
COUNTER|True|True|True|True|128|20|15|1 k ow n t - 0 @|1 k ow n t - 0 @
IN|True|True|True|True|114161|20|16|1 i n|1 i n
THE|True|True|True|True|411541|20|17|0 dh @|0 dh @
SYSTEM|True|True|True|True|549|20|18|1 s i - 0 s t @ m|1 s i - 0 s t @ m
FROM|True|True|True|True|27353|20|19|1 f r o m|1 f r o m
SCRATCH|True|True|True|True|54|20|20|1 s k r a ch|1 s k r a ch
THE|True|True|True|True|411541|21|1|0 dh @|0 dh @
PROJECT|True|True|True|True|107|21|2|1 p r o - 0 jh e k t|1 p r o - 0 jh e k t
SURVIVED|True|True|True|True|50|21|3|0 s @ - 1 v ai v d|0 s @ - 1 v ai v d
DESPITE|True|True|True|True|147|21|4|0 d i - 1 s p ai t|0 d i - 1 s p ai t
THE|True|True|True|True|411541|21|5|0 dh @|0 dh @
HOWEVER|True|True|True|True|3189|21|7|2 h ow - 1 e - 0 v @|2 h ow - 1 e - 0 v @
WITH|True|True|True|True|54593|21|8|1 w i dh|1 w i dh
A|True|True|True|True|148138|21|9|1 ei|1 ei
NEW|True|True|True|True|4139|21|10|1 n y uu|1 n y uu
BUSINESS|True|True|True|True|1606|21|11|1 b i z - 0 n i s|1 b i z - 0 n i s
PLAN|True|True|True|True|515|21|12|1 p l a n|1 p l a n
AND|True|True|True|True|231451|21|13|1 a n d|1 a n d
AN|True|True|True|True|19616|21|14|1 a n|1 a n
EXTRA|True|True|True|True|116|21|15|1 e k - 0 s t r @|1 e k - 0 s t r @
ONE|True|True|True|True|26298|21|16|1 w uh n|1 w uh n
MILLION|True|True|True|True|287|21|17|1 m i - 0 l iy @ n|1 m i - 0 l iy @ n
POUNDS|True|True|True|True|431|21|18|1 p ow n d z|1 p ow n d z
OF|True|True|True|True|205962|21|19|1 o v|1 o v
FUNDING|True|True|True|True|7|21|20|1 f uh n d - 0 i ng|1 f uh n d - 0 i ng
FROM|True|True|True|True|27353|21|21|1 f r o m|1 f r o m
THE|True|True|True|True|411541|21|22|0 dh @|0 dh @
HERITAGE|True|True|True|True|27|21|23|1 h e - 0 r i - 0 t i jh|1 h e - 0 r i - 0 t i jh
LOTTERY|True|True|True|True|8|21|24|1 l o - 0 t @ - 0 r iy|1 l o - 0 t @ - 0 r iy
FUND|True|True|True|True|56|21|25|1 f uh n d|1 f uh n d
THIS|True|True|True|True|30397|22|1|1 dh i s|1 dh i s
LED|True|True|True|True|1064|22|2|1 l e d|1 l e d
TO|True|True|True|True|185876|22|3|0 t uu|0 t uu
A|True|True|True|True|148138|22|4|1 ei|1 ei
BY|True|True|True|True|30523|22|6|1 b ai|1 b ai
THE|True|True|True|True|411541|22|7|0 dh @|0 dh @
BAND|True|True|True|True|250|22|8|1 b a n d|1 b a n d
AND|True|True|True|True|231451|22|9|1 a n d|1 a n d
THEY|True|True|True|True|33585|22|10|1 dh ei|1 dh ei
BECAME|True|True|True|True|1755|22|11|0 b i - 1 k ei m|0 b i - 1 k ei m
LESS|True|True|True|True|2260|22|12|1 l e s|1 l e s
HEAVY|True|True|True|True|1137|22|13|1 h e - 0 v iy|1 h e - 0 v iy
