src|match|phone match|stress match|syl match|freq|row|col|ref|pred
SUBNORMAL|False|False|True|True|0|203|4|0 s uh b - 1 n oo - 0 m l!|0 s @ b - 1 n oo - 0 m l!
PERMUTABLE|False|True|True|True|0|203|21|0 p @ - 1 m y uu t - 0 @ - 0 b l!|0 p @ - 1 m y uu - 0 t @ - 0 b l!
PERMUTABLE|False|True|True|True|0|207|14|0 p @ - 1 m y uu t - 0 @ - 0 b l!|0 p @ - 1 m y uu - 0 t @ - 0 b l!
HAMBURGER|False|True|False|True|0|213|7|1 h a m - 2 b @@r g - 0 @|1 h a m - 0 b @@r - 0 g @
PIZZA|False|False|True|True|0|213|9|1 p ii t - 0 s @|1 p i z - 0 z @
REGATTA|True|True|True|True|0|216|16|0 r i - 1 g a - 0 t @|0 r i - 1 g a - 0 t @
RESAMPLED|False|False|False|True|0|227|4|3 r ii - 1 s aa m - 0 p l! d|0 r i - 1 z aa m - 0 p l! d
WOW'S|True|True|True|True|0|232|16|1 w ow z|1 w ow z
CHALLENGER'S|True|True|True|True|0|233|18|1 ch a - 0 l i n jh - 0 @ z|1 ch a - 0 l i n jh - 0 @ z
RIPPER|True|True|True|True|0|256|10|1 r i p - 0 @|1 r i p - 0 @
NEUROMUSCULAR|False|False|True|True|0|269|15|2 n y ur - 0 r ou - 1 m uh - 0 s k y uw - 0 l @|2 n y ur - 0 r @ - 1 m uh - 0 s k y uw - 0 l @
MUTANT|True|True|True|True|0|271|11|1 m y uu - 0 t @ n t|1 m y uu - 0 t @ n t
OUTPERFORM|True|True|True|True|0|271|21|2 ow t - 0 p @ - 1 f oo m|2 ow t - 0 p @ - 1 f oo m
NEGATED|False|False|True|True|0|273|18|0 n @ - 1 g ei t - 0 i d|0 n i - 1 g ei t - 0 i d
AUTOFOCUS|False|False|False|True|0|276|12|1 oo - 0 t ou - 2 f ou - 0 k @ s|0 oo - 1 t o - 0 f @ - 0 k @ s
DIELECTRIC|False|False|False|False|0|285|6|2 d ai - 0 i - 1 l e k - 0 t r i k|0 d ai @ - 1 l e k - 0 t r i k
RESONATOR|True|True|True|True|0|285|7|1 r e - 0 z @ - 2 n ei t - 0 @|1 r e - 0 z @ - 2 n ei t - 0 @
HIKERS|False|True|True|True|0|288|10|1 h ai k - 0 @ z|1 h ai - 0 k @ z
RAILWAY'S|True|True|True|True|0|289|16|1 r ei lw - 3 w ei z|1 r ei lw - 3 w ei z
MENDES|False|False|False|False|0|299|18|1 m e n - 0 d e z|1 m e n d z
SICKBAY|True|True|True|True|0|300|9|1 s i k - 3 b ei|1 s i k - 3 b ei
CAUL|True|True|True|True|0|302|12|1 k oo lw|1 k oo lw
LARA|True|True|True|True|0|303|7|1 l aa - 0 r @|1 l aa - 0 r @
MIGRANT|True|True|True|True|0|307|1|1 m ai - 0 g r @ n t|1 m ai - 0 g r @ n t
GRASSROOTS|False|True|False|True|0|308|14|3 g r aa s - 1 r uu t s|1 g r aa s - 3 r uu t s
EXPAT|False|False|True|True|0|308|16|0 e k - 1 s p a t|0 i k - 1 s p a t
MONTENEGRO|False|False|True|True|0|310|14|2 m o n - 0 t i - 1 n ii - 0 g r ou|2 m o n - 0 t @ - 1 n ii - 0 g r ou
SARGENT|True|True|True|True|0|313|17|1 s aa - 0 jh @ n t|1 s aa - 0 jh @ n t
ABRAMS|False|False|True|True|0|315|13|1 ei - 0 b r @ m z|1 ei - 0 b r a m z
INSULIN|False|False|True|True|0|316|4|1 i n s - 0 y uw - 0 l i n|1 i n - 0 s @ - 0 l i n
INSULIN|False|False|False|True|0|316|10|1 i n s - 0 y uw - 0 l i n|2 i n - 0 s @ - 1 l i n
POLYGYNOUS|True|True|True|True|0|317|3|0 p @ - 1 l i - 0 jh i - 0 n @ s|0 p @ - 1 l i - 0 jh i - 0 n @ s
PALATABILITY|True|True|True|True|0|325|17|2 p a - 0 l @ t - 0 @ - 1 b i l - 0 @ - 0 t iy|2 p a - 0 l @ t - 0 @ - 1 b i l - 0 @ - 0 t iy
NEPAL|False|False|False|True|0|335|13|0 n @ - 1 p oo lw|1 n ii - 0 p l!
BHUTAN|False|False|False|True|0|335|15|0 b uw - 1 t aa n|1 b y uu - 0 t @ n
PORTRAYS|False|True|False|True|0|342|2|0 p oo - 1 t r ei z|1 p oo - 0 t r ei z
HOTTENTOT|True|True|True|True|0|347|2|1 h o - 0 t @ n - 0 t o t|1 h o - 0 t @ n - 0 t o t
FARROW|True|True|True|True|0|349|4|1 f a - 0 r ou|1 f a - 0 r ou
MCCULLOCH|True|True|True|True|0|349|6|0 m @ - 1 k uh - 0 l @ k|0 m @ - 1 k uh - 0 l @ k
COLLABORATOR|True|True|True|True|0|349|17|0 k @ - 1 l a - 0 b @ - 2 r ei t - 0 @|0 k @ - 1 l a - 0 b @ - 2 r ei t - 0 @
COMPTROLLER|False|False|True|True|0|350|7|0 k @ n - 1 t r ou - 0 l @|0 k @ m p - 1 t r ou l - 0 @
COLLABORATOR|True|True|True|True|0|351|5|0 k @ - 1 l a - 0 b @ - 2 r ei t - 0 @|0 k @ - 1 l a - 0 b @ - 2 r ei t - 0 @
GORILLAS|True|True|True|True|0|356|17|0 g @ - 1 r i - 0 l @ z|0 g @ - 1 r i - 0 l @ z
STEVEN|True|True|True|True|0|358|12|1 s t ii - 0 v n!|1 s t ii - 0 v n!
SPIELBERG'S|True|True|True|True|0|358|13|1 s p ii lw - 0 b @@r g z|1 s p ii lw - 0 b @@r g z
SLIDERS|True|True|True|True|0|361|16|1 s l ai d - 0 @ z|1 s l ai d - 0 @ z
UNPREDICTABLY|True|True|True|True|0|368|8|2 uh n - 0 p r i - 1 d i k t - 0 @ - 0 b l iy|2 uh n - 0 p r i - 1 d i k t - 0 @ - 0 b l iy
INSIGHTS|True|True|True|True|0|370|7|1 i n - 3 s ai t s|1 i n - 3 s ai t s
DENTITION|True|True|True|True|0|381|1|0 d e n - 1 t i - 0 sh n!|0 d e n - 1 t i - 0 sh n!
DIARRHEA|True|True|True|True|0|382|4|0 d ai @ - 1 r ii @|0 d ai @ - 1 r ii @
AGRICULTURALLY|True|True|True|True|0|385|11|2 a - 0 g r i - 1 k uh lw - 0 ch @ r - 0 @ l - 0 iy|2 a - 0 g r i - 1 k uh lw - 0 ch @ r - 0 @ l - 0 iy
NEMATODES|False|True|False|True|0|385|13|1 n e - 0 m @ - 2 t ou d z|2 n e - 0 m @ - 1 t ou d z
REACTIVITY|True|True|True|True|0|390|10|2 r ii - 0 a k t - 1 i v - 0 @ - 0 t iy|2 r ii - 0 a k t - 1 i v - 0 @ - 0 t iy
BIRTHMARK|True|True|True|True|0|398|5|1 b @@r th - 3 m aa k|1 b @@r th - 3 m aa k
LIPPMANN'S|True|True|True|True|0|404|1|1 l i p - 0 m @ n z|1 l i p - 0 m @ n z
SANDBURG|False|True|False|True|0|408|6|1 s a n d - 0 b @@r g|1 s a n d - 3 b @@r g
COLLOQUIALLY|True|True|True|True|0|412|13|0 k @ - 1 l ou - 0 k w iy @ l - 0 iy|0 k @ - 1 l ou - 0 k w iy @ l - 0 iy
GROUNDNUT|True|True|True|True|0|423|14|1 g r ow n d - 3 n uh t|1 g r ow n d - 3 n uh t
UNRELIABLY|True|True|True|True|0|428|9|2 uh n - 0 r i - 1 l ai @ - 0 b l iy|2 uh n - 0 r i - 1 l ai @ - 0 b l iy
AQUACULTURE|True|True|True|True|0|429|1|1 a - 0 k w @ - 2 k uh lw - 0 ch @|1 a - 0 k w @ - 2 k uh lw - 0 ch @
TEAMED|True|True|True|True|0|432|5|1 t ii m d|1 t ii m d
POLARIS|False|False|False|True|0|432|7|0 p @ - 1 l aa - 0 r i s|1 p o - 0 l @ - 0 r i s
STARCHY|True|True|True|True|0|440|2|1 s t aa ch - 0 iy|1 s t aa ch - 0 iy
CASSAVA|True|True|True|True|0|440|11|0 k @ - 1 s aa - 0 v @|0 k @ - 1 s aa - 0 v @
KIM|True|True|True|True|0|441|1|1 k i m|1 k i m
PREDICTIVE|True|True|True|True|0|444|1|0 p r i - 1 d i k t - 0 i v|0 p r i - 1 d i k t - 0 i v
CURSIVE|False|True|True|True|0|446|11|1 k @@r - 0 s i v|1 k @@r s - 0 i v
HUMANIST|True|True|True|True|0|446|12|1 h y uu - 0 m @ n - 0 i s t|1 h y uu - 0 m @ n - 0 i s t
MINUSCULE|False|False|True|True|0|446|13|1 m i - 0 n @ - 0 s k y uu lw|1 m i - 0 n y uw - 0 s k y uu lw
BALLASTS|True|True|True|True|0|448|5|1 b a - 0 l @ s t s|1 b a - 0 l @ s t s
ACTIONABLE|True|True|True|True|0|452|11|1 a k - 0 sh n! - 0 @ - 0 b l!|1 a k - 0 sh n! - 0 @ - 0 b l!
FRANKENSTEIN'S|True|True|True|True|0|454|14|1 f r a ng - 0 k i n - 2 s t ai n z|1 f r a ng - 0 k i n - 2 s t ai n z
ELECTRICIAN'S|True|True|True|True|0|457|12|0 i - 2 l e k - 1 t r i - 0 sh n! z|0 i - 2 l e k - 1 t r i - 0 sh n! z
CAPTAINCY|False|True|True|True|0|459|2|1 k a p - 0 t i n - 0 s iy|1 k a p - 0 t i n s - 0 iy
CANBERRA|False|False|True|True|0|459|10|1 k a n - 0 b @ - 0 r @|1 k a n - 0 b eir - 0 r @
FANG'S|True|True|True|True|0|460|7|1 f a ng z|1 f a ng z
SANDSTORM|True|True|True|True|0|462|5|1 s a n d - 3 s t oo m|1 s a n d - 3 s t oo m
UPRIVER|False|True|False|True|0|462|7|2 uh p - 1 r i - 0 v @|1 uh p - 2 r i - 0 v @
FERNANDES|False|False|False|False|0|481|13|0 f @ - 1 n a n - 0 d i z|0 f @ - 1 n a n d z
OUTDATED|False|True|False|True|0|498|17|3 ow t - 1 d ei t - 0 i d|1 ow t - 2 d ei t - 0 i d
OUTLASTING|True|True|True|True|0|506|10|3 ow t - 1 l aa s t - 0 i ng|3 ow t - 1 l aa s t - 0 i ng
IMOGEN'S|True|True|True|True|0|507|13|1 i - 0 m @ - 0 jh @ n z|1 i - 0 m @ - 0 jh @ n z
MAGMA|True|True|True|True|0|514|20|1 m a g - 0 m @|1 m a g - 0 m @
DAMPING|True|True|True|True|0|517|10|1 d a m p - 0 i ng|1 d a m p - 0 i ng
FERRIC|True|True|True|True|0|517|15|1 f e - 0 r i k|1 f e - 0 r i k
THALLIUM|True|True|True|True|0|518|6|1 th a - 0 l iy @ m|1 th a - 0 l iy @ m
THALLIUM|True|True|True|True|0|518|17|1 th a - 0 l iy @ m|1 th a - 0 l iy @ m
REACTORS|True|True|True|True|0|521|3|0 r iy - 1 a k t - 0 @ z|0 r iy - 1 a k t - 0 @ z
PRESSURISED|False|False|False|True|0|521|8|1 p r e - 0 sh r - 0 ai z d|3 p r e - 0 s @ r - 1 ai z d
REACTORS|True|True|True|True|0|521|10|0 r iy - 1 a k t - 0 @ z|0 r iy - 1 a k t - 0 @ z
TSAI|False|False|False|False|0|535|2|1 t s ai|1 t ii - 0 z ai
THERMOPLASTIC|True|True|True|True|0|539|19|2 th @@r - 0 m @ - 1 p l a - 0 s t i k|2 th @@r - 0 m @ - 1 p l a - 0 s t i k
BONNER|True|True|True|True|0|543|1|1 b o - 0 n @|1 b o - 0 n @
SPECIALISING|True|True|True|True|0|543|5|1 s p e - 0 sh l! - 2 ai z - 0 i ng|1 s p e - 0 sh l! - 2 ai z - 0 i ng
ISLAMIC|False|True|True|True|0|543|7|0 i z - 1 l a m - 0 i k|0 i z - 1 l a - 0 m i k
HALLMARK|False|False|True|True|0|545|2|1 h oo lw - 3 m aa k|1 h aa lw - 3 m aa k
REISSUE|True|True|True|True|0|545|14|3 r ii - 1 i - 0 sh uu|3 r ii - 1 i - 0 sh uu
HALLMARK'S|False|False|True|True|0|545|16|1 h oo lw - 3 m aa k s|1 h aa lw - 3 m aa k s
RADIOED|True|True|True|True|0|553|2|1 r ei - 0 d iy - 0 ou d|1 r ei - 0 d iy - 0 ou d
CHEERLEADERS|False|False|False|False|0|566|11|1 ch i@ - 2 l ii d - 0 @ z|1 ch @@r - 0 l iy - 2 ei - 0 d @ z
MICROORGANISMS|False|False|False|False|0|577|6|2 m ai - 0 k r ou - 1 oo - 0 g @ - 0 n i - 0 z m! z|0 m ai - 1 k r oo - 0 g @ - 2 n i - 0 z m! z
MONITORED|True|True|True|True|0|583|12|1 m o - 0 n i - 0 t @ d|1 m o - 0 n i - 0 t @ d
KARACHI|False|False|True|True|0|584|12|0 k @ - 1 r aa - 0 ch iy|0 k @ - 1 r aa - 0 k iy
RAIDED|True|True|True|True|0|590|11|1 r ei d - 0 i d|1 r ei d - 0 i d
MOBSTER|True|True|True|True|0|598|12|1 m o b - 0 s t @|1 m o b - 0 s t @
SCIENCE'S|True|True|True|True|0|599|8|1 s ai @ n s - 0 i z|1 s ai @ n s - 0 i z
CAPPING|True|True|True|True|0|603|7|1 k a p - 0 i ng|1 k a p - 0 i ng
AESOP'S|True|True|True|True|0|606|10|1 ii - 0 s o p s|1 ii - 0 s o p s
AERODYNAMICS|True|True|True|True|0|607|11|2 eir - 0 r ou - 0 d ai - 1 n a - 0 m i k s|2 eir - 0 r ou - 0 d ai - 1 n a - 0 m i k s
NOTIFICATIONS|True|True|True|True|0|622|15|2 n ou t - 0 i - 0 f i - 1 k ei - 0 sh n! z|2 n ou t - 0 i - 0 f i - 1 k ei - 0 sh n! z
DECLARER|True|True|True|True|0|629|5|0 d i - 1 k l eir r - 0 @|0 d i - 1 k l eir r - 0 @
LANGMUIR|False|False|True|True|0|641|2|1 l a ng - 0 m y ur|1 l a ng - 0 m y uw @
ANTIOXIDANT|True|True|True|True|0|644|1|2 a n - 0 t iy - 1 o k - 0 s i d - 0 @ n t|2 a n - 0 t iy - 1 o k - 0 s i d - 0 @ n t
ADDITIVES|True|True|True|True|0|644|2|1 a d - 0 i - 0 t i v z|1 a d - 0 i - 0 t i v z
RESETTLEMENT|False|False|False|True|0|648|16|3 r ii - 1 s e - 0 t l! - 0 m @ n t|0 r i - 1 z e - 0 t l! - 0 m @ n t
PROSTATE|True|True|True|True|0|649|10|1 p r o - 0 s t ei t|1 p r o - 0 s t ei t
KINGPIN|False|True|False|True|0|651|15|1 k i ng - 3 p i n|1 k i ng - 0 p i n
HEIDI|True|True|True|True|0|654|1|1 h ai - 0 d iy|1 h ai - 0 d iy
TRISH|True|True|True|True|0|654|12|1 t r i sh|1 t r i sh
FIGARO|False|False|False|True|0|656|1|1 f i - 0 g @ - 0 r ou|0 f i - 1 g aa - 0 r ou
QUARTERBACKS|True|True|True|True|0|657|2|1 k w oo - 0 t @ - 2 b a k s|1 k w oo - 0 t @ - 2 b a k s
TRIPLING|True|True|True|True|0|660|5|1 t r i - 0 p l! - 0 i ng|1 t r i - 0 p l! - 0 i ng
NEXUS|True|True|True|True|0|662|18|1 n e k - 0 s @ s|1 n e k - 0 s @ s
FOOTAGE|True|True|True|True|0|670|20|1 f u t - 0 i jh|1 f u t - 0 i jh
RERELEASES|True|True|True|True|0|673|5|1 r ii - 0 r i - 2 l ii s - 0 i z|1 r ii - 0 r i - 2 l ii s - 0 i z
DRUGSTORE|True|True|True|True|0|682|6|1 d r uh g - 3 s t oo|1 d r uh g - 3 s t oo
BILLIONAIRE|True|True|True|True|0|690|12|2 b i - 0 l iy @ n - 1 eir|2 b i - 0 l iy @ n - 1 eir
MOTIVATIONAL|True|True|True|True|0|692|14|2 m ou - 0 t i v - 1 ei - 0 sh n! - 0 @ lw|2 m ou - 0 t i v - 1 ei - 0 sh n! - 0 @ lw
NATIONALISE|True|True|True|True|0|697|7|1 n a sh - 0 n l! - 0 ai z|1 n a sh - 0 n l! - 0 ai z
LOGICS|True|True|True|True|0|700|2|1 l o - 0 jh i k s|1 l o - 0 jh i k s
UNPROVABLE|True|True|True|True|0|701|2|0 uh n - 1 p r uu v - 0 @ - 0 b l!|0 uh n - 1 p r uu v - 0 @ - 0 b l!
LOCATIVE|False|False|True|True|0|705|12|1 l o - 0 k @ t - 0 i v|1 l ou - 0 k @ t - 0 i v
DESCRIPTOR|False|True|True|True|0|707|2|0 d i - 1 s k r i p - 0 t @|0 d i - 1 s k r i p t - 0 @
VERBLESS|False|True|True|True|0|709|1|1 v @@r b - 0 l @ s|1 v @@r - 0 b l @ s
RECONSTRUCTIONIST|True|True|True|True|0|710|10|2 r ii - 0 k @ n - 1 s t r uh k - 0 sh n! - 0 i s t|2 r ii - 0 k @ n - 1 s t r uh k - 0 sh n! - 0 i s t
WORKPLACE|True|True|True|True|0|711|10|1 w @@r k - 3 p l ei s|1 w @@r k - 3 p l ei s
PRESENTERS|True|True|True|True|0|712|2|0 p r i - 1 z e n t - 0 @ z|0 p r i - 1 z e n t - 0 @ z
GASTROPOD|True|True|True|True|0|743|8|1 g a - 0 s t r @ - 0 p o d|1 g a - 0 s t r @ - 0 p o d
WOODMOUSE|True|True|True|True|0|748|5|1 w u d - 3 m ow s|1 w u d - 3 m ow s
GRASSLEY|True|True|True|True|0|750|5|1 g r aa s - 0 l iy|1 g r aa s - 0 l iy
SYNDICALIST|False|False|True|True|0|752|3|1 s i n - 0 d i - 0 k l! - 0 i s t|1 s i n - 0 d i - 0 k @ l - 0 i s t
COUNTERPRODUCTIVE|True|True|True|True|0|752|17|2 k ow n - 0 t @ - 0 p r @ - 1 d uh k t - 0 i v|2 k ow n - 0 t @ - 0 p r @ - 1 d uh k t - 0 i v
DETAINEE|False|False|False|True|0|758|10|0 d i - 2 t ei n - 1 ii|0 d i - 1 t ei n - 0 iy
JAMAICA'S|True|True|True|True|0|774|3|0 jh @ - 1 m ei - 0 k @ z|0 jh @ - 1 m ei - 0 k @ z
COMPUTERIZED|True|True|True|True|0|790|16|0 k @ m - 1 p y uu t - 0 @ r - 0 ai z d|0 k @ m - 1 p y uu t - 0 @ r - 0 ai z d
FLOODWATERS|True|True|True|True|0|793|1|1 f l uh d - 2 w oo - 0 t @ z|1 f l uh d - 2 w oo - 0 t @ z
PRESSURIZED|False|False|True|True|0|794|17|1 p r e - 0 sh r - 0 ai z d|1 p r e - 0 s @ r - 0 ai z d
ISLAMIC|False|True|True|True|0|808|9|0 i z - 1 l a m - 0 i k|0 i z - 1 l a - 0 m i k
MAGNETIZABLE|True|True|True|True|0|819|9|1 m a g - 0 n i t - 2 ai z - 0 @ - 0 b l!|1 m a g - 0 n i t - 2 ai z - 0 @ - 0 b l!
DARKENS|True|True|True|True|0|826|11|1 d aa k - 0 @ n z|1 d aa k - 0 @ n z
HISTOGRAMS|False|True|False|True|0|837|7|1 h i - 0 s t @ - 2 g r a m z|1 h i - 0 s t @ - 0 g r a m z
SPROCKET|True|True|True|True|0|841|18|1 s p r o - 0 k i t|1 s p r o - 0 k i t
SARGENT'S|True|True|True|True|0|844|7|1 s aa - 0 jh @ n t s|1 s aa - 0 jh @ n t s
PYLE|True|True|True|True|0|846|10|1 p ai lw|1 p ai lw
FOOTHILL|True|True|True|True|0|861|1|1 f u t - 3 h i lw|1 f u t - 3 h i lw
GYRE|False|False|True|True|0|865|20|1 jh ai @|1 g ai @
CAMPGROUND|True|True|True|True|0|871|16|1 k a m p - 3 g r ow n d|1 k a m p - 3 g r ow n d
ALISTAIR|False|False|False|True|0|872|5|1 a - 0 l i - 0 s t @|2 a - 0 l i - 1 s t eir
SWASTIKA|False|False|False|True|0|885|10|1 s w o - 0 s t i - 0 k @|0 s w @ - 1 s t ii - 0 k @
SUBSECTION|False|False|False|True|0|896|3|1 s uh b - 2 s e k - 0 sh n!|0 s @ b - 1 s e k - 0 sh n!
OVERPRINTED|True|True|True|True|0|900|10|2 ou - 0 v @ - 1 p r i n t - 0 i d|2 ou - 0 v @ - 1 p r i n t - 0 i d
FOALED|True|True|True|True|0|903|14|1 f ou lw d|1 f ou lw d
SOVIETIZATION|False|False|False|True|0|904|16|2 s ou - 0 v iy @ t - 0 ai z - 1 ei - 0 sh n!|0 s @ - 2 v ai @ t - 0 ai z - 1 ei - 0 sh n!
MINSK|True|True|True|True|0|908|2|1 m i n s k|1 m i n s k
MINSK|False|False|True|True|0|908|11|1 m i n s k|1 m i ng s k
FATHERLIKE|True|True|True|True|0|910|14|1 f aa - 0 dh @ - 2 l ai k|1 f aa - 0 dh @ - 2 l ai k
COURTESAN'S|True|True|True|True|0|915|16|1 k oo - 0 t i - 2 z a n z|1 k oo - 0 t i - 2 z a n z
KIMONO|True|True|True|True|0|915|17|0 k i - 1 m ou - 0 n ou|0 k i - 1 m ou - 0 n ou
SADOMASOCHISTIC|False|False|False|True|0|917|10|2 s ei - 0 d ou - 2 m a - 0 s @ - 1 k i s t - 0 i k|0 s @ - 2 d @ - 0 m @ - 0 s @ - 1 k i s t - 0 i k
SUFI|True|True|True|True|0|918|2|1 s uu - 0 f iy|1 s uu - 0 f iy
SENEGAL|True|True|True|True|0|918|7|2 s e - 0 n i - 1 g oo lw|2 s e - 0 n i - 1 g oo lw
KRISHNA|False|False|False|False|0|921|9|1 k r i sh - 0 n @|1 k r i - 0 sh @ - 0 @
MENINGITIS|False|False|False|True|0|922|5|2 m e - 0 n i n - 1 jh ai - 0 t @ s|0 m @ - 1 n i ng - 0 jh @ - 0 t i s
ARTHRITIS|False|False|True|True|0|922|9|0 aa - 1 th r ai - 0 t @ s|0 aa - 1 th r ai @ - 0 t i s
CORNCRAKE|True|True|True|True|0|938|5|1 k oo n - 3 k r ei k|1 k oo n - 3 k r ei k
KITTIWAKE|False|True|False|True|0|938|11|1 k i - 0 t i - 0 w ei k|1 k i - 0 t i - 2 w ei k
GOLDENEYE|False|False|False|True|0|938|15|1 g ou lw d - 0 n! - 2 ai|1 g o lw - 0 d @ - 0 n iy
CROSBY'S|True|True|True|True|0|940|1|1 k r o z - 0 b iy z|1 k r o z - 0 b iy z
RHYMING|True|True|True|True|0|940|7|1 r ai m - 0 i ng|1 r ai m - 0 i ng
SMALLISH|True|True|True|True|0|941|9|1 s m oo l - 0 i sh|1 s m oo l - 0 i sh
