11,sarah palin is secretly an extremely intelligent poised and articulate englishwoman,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,9,articulate,Morphosyntactic
12,his articulate speeches throughout new england earned morel an audience with president theodore roosevelt,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,1,articulate,Morphosyntactic
13,students begin writing short stories in kindergarten and by third grade are usually articulate and familiar with writing,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,13,articulate,Morphosyntactic
14,the first semester curriculum is articulate and provides an understanding of the major management sciences subjects,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,5,articulate,Morphosyntactic
15,the first person to publicly exhibit a telephone for transmission of articulate speech was ag bell,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,11,articulate,Morphosyntactic
16,it was legally more articulate as compared to its predecessor,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,4,articulate,Morphosyntactic
17,the always articulate katie from brisbane went for a cheaper option and whipped up some steak fajitas,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,2,articulate,Morphosyntactic
18,he was articulate in several fields of the arts and a very impressive scientist,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,2,articulate,Morphosyntactic
19,one historian of modern germany described him as the most articulate anti nazi in the catholic hierarchy,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,10,articulate,Morphosyntactic
20,eliot was an articulate opponent of american imperialism although he was opposed to the education of women,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,3,articulate,Morphosyntactic
21,one early and articulate critic was then twenty three year old damon knight,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,3,articulate,Morphosyntactic
22,very articulate in framing his sentences and choosing his words vaidyaji is also officially the manager of the local college,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,1,articulate,Morphosyntactic
23,his translations from latin are still articulate examples of a good understanding of the language,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,6,articulate,Morphosyntactic
24,he's incredibly well educated and very articulate,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,6,articulate,Morphosyntactic
25,darl is the most articulate character in the book he narrates nineteen of the fifty nine chapters,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,4,articulate,Morphosyntactic
26,rather pinhead was depicted as quiet yet articulate and intelligent drawing influence from classical cinematic depictions of count dracula,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,7,articulate,Morphosyntactic
27,the district has a stimulating and challenging atmosphere with a capable articulate and professional staff,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,11,articulate,Morphosyntactic
28,his finished drawing and paintings are highly articulate and precise in the way he renders forms,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,7,articulate,Morphosyntactic
29,han zhao rulers were all extremely intelligent and articulate but some lacked self control and demonstrated excessive cruelty on the battlefield,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,8,articulate,Morphosyntactic
30,an articulate speaker hansen's message reached audiences throughout the united states and around the world,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,1,articulate,Morphosyntactic
31,he is known for his very clear accessible voice enthusiastic delivery and articulate use of the english language,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,12,articulate,Morphosyntactic
32,the human figure appears flexible and articulate,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,6,articulate,Morphosyntactic
33,suddarth was articulate in arabic french and spanish,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,2,articulate,Morphosyntactic
34,as a child he stammered but possessed early on a high degree of articulate intelligence,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,13,articulate,Morphosyntactic
35,articulate brachiopods are those with hard articulated shells hence the term with a simple set of opening and closing muscles,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])",0 aa - 1 t i - 0 k y uw - 0 l ei t ,0,articulate,Morphosyntactic
36,he is perfectly articulate in both french and english,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,3,articulate,Morphosyntactic
37,frank keating wrote of his articulate leisurely confiding countryman's burr,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,5,articulate,Morphosyntactic
38,the literate and articulate response of those inhabitants who wished to remain is well documented,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,3,articulate,Morphosyntactic
39,meetings were first held in bolton and later manchester where the articulate preacher jane wardley urged her followers to repent,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,11,articulate,Morphosyntactic
40,bostic was always well dressed and articulate during interviews,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,6,articulate,Morphosyntactic
41,an articulate politician upendra enjoyed cordial relations with many senior political leaders cutting across party lines at the national level,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,1,articulate,Morphosyntactic
43,unlike the comics he is an articulate speaker,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,6,articulate,Morphosyntactic
44,athyris is the type genus for the athyrididae which belongs to the articulate order athyridida,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,12,articulate,Morphosyntactic
45,the same ten digits are used to record all articulate sounds uttered by homo sapiens,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,9,articulate,Morphosyntactic
46,the mausoleum of colon published in the diary the future in seville eighteen ninety eight it journalistic articulate,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,17,articulate,Morphosyntactic
47,the youthful rossetti is described as self possessed articulate passionate and charismatic but also ardent poetic and feckless,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,8,articulate,Morphosyntactic
48,he was a distinguished naval officer a brilliant engineer an industrial giant and articulate national spokesman,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,13,articulate,Morphosyntactic
49,while highly articulate both men challenge the other's story almost as if attempting to expose lies and half truths,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,2,articulate,Morphosyntactic
50,meristella is placed in the family meristellidae of the articulate brachiopod order athyridida,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,9,articulate,Morphosyntactic
51,ed japhet is sixteen years old and he is a bright articulate boy,"('jj', 'aa - t i - k y uw - l @ t', [0, 1, 0, 0])", 0 aa - 1 t i - 0 k y uw - 0 l ei t ,11,articulate,Morphosyntactic
52,the world's largest inland cotton compress was located in greenville until it was destroyed by fire in the mid nineteen hundreds,"('nn', 'k o m - p r e s', [1, 0])", 0 k @ m - 1 p r e s ,5,compress,Lexical
53,he can stretch deform expand compress and flatten all or part of his body at will,"('vb', 'k @ m - p r e s', [0, 1])", 1 k o m - 0 p r e s ,5,compress,Lexical
54,in two thousand seven compress technologies inc announced on their web site that they had acquired vmsk technology,"('nn', 'k o m - p r e s', [1, 0])", 0 k @ m - 1 p r e s ,4,compress,Lexical
55,in the following sections a rake compress algorithm will be proposed to fulfill this goal,"('nn', 'k o m - p r e s', [1, 0])", 0 k @ m - 1 p r e s ,6,compress,Lexical
56,mariah kills him and his companion orrin to make sure that wallace doesn't extract any valuable information from him,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,13,extract,Morphosyntactic
57,they settle the two hundred pounds entry fee with gold teeth which they violently extract from each other's mouths,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,14,extract,Morphosyntactic
58,users extract non qualitative data from the kinematically diffracted electrons,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,1,extract,Morphosyntactic
59,an utility called font da mover was used to install fonts into or extract fonts out of the system file,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,13,extract,Morphosyntactic
60,however before aaron can extract inigo accelerator agents destroy aaron's starship leaving him marooned on hanko,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,4,extract,Morphosyntactic
61,contractors extract tens of thousands tones of sand annually from the area,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,1,extract,Morphosyntactic
62,this approach can be applied to extract transient signal and avoiding the indeterminacy characterization in some signals,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,6,extract,Morphosyntactic
63,cookxmldoc a doclet api for cookxml can extract javadoc tags and comments from the tag library source code,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,7,extract,Morphosyntactic
64,the seals extract morales escaping with her and recovering a cellphone full of the information she had gathered,"('vb', 'i k - s t r a k t', [0, 1])", 1 e k - 0 s t r a k t ,2,extract,Morphosyntactic
65,these stations supplement and expand on the big five stations and were launched in two thousand two,"('vb', 's uh - p l i - m e n t', [1, 0, 0])", 1 s uh - 0 p l i - 0 m @ n t ,2,supplement,Lexical/Morphosyntactic
66,initially appearing on a uk promo twelve it was made available as a download only supplement to the two thousand nine rio re release,"('nn', 's uh - p l i - m @ n t', [1, 0, 0])", 1 s uh - 0 p l i - 0 m e n t ,15,supplement,Lexical/Morphosyntactic
67,the knowledge center has a collection of over two one zero zero zero books that supplement the vtu curriculum,"('vb', 's uh - p l i - m e n t', [1, 0, 0])", 1 s uh - 0 p l i - 0 m @ n t ,15,supplement,Lexical/Morphosyntactic
68,there are a number of publications that supplement opcs four,"('vb', 's uh - p l i - m e n t', [1, 0, 0])", 1 s uh - 0 p l i - 0 m @ n t ,7,supplement,Lexical/Morphosyntactic
69,the games are not only massive they are also intimate and social,"('jj', 'i n - t i - m @ t', [1, 0, 0])", 1 i n - 0 t i - 0 m ei t ,9,intimate,Lexical
70,gynaecological examination is quite intimate more so than a routine physical exam,"('jj', 'i n - t i - m @ t', [1, 0, 0])", 1 i n - 0 t i - 0 m ei t ,4,intimate,Lexical
71,the first disc recorded for vh one storytellers is acoustic and intimate it also contains a previously unreleased hidden track chelsea,"('jj', 'i n - t i - m @ t', [1, 0, 0])", 1 i n - 0 t i - 0 m ei t ,11,intimate,Lexical
72,although the bass and tingey were from different classes of destroyers the transplant was a success,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,12,transplant,Morphosyntactic
73,woodruff principally studied transplant rejection and immunosuppression,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l @ n t ,3,transplant,Morphosyntactic
74,the transplant ethics committee must approve living donor kidney transplants,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,1,transplant,Morphosyntactic
75,the transplant was successful but david wanted ten million dollars before he agreed to the transplant,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,1,transplant,Morphosyntactic
76,in renal transplant recipients such cells may be found in up to forty percent of cases,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,2,transplant,Morphosyntactic
77,on earth he can easily get a transplant to replace his missing arm,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,7,transplant,Morphosyntactic
78,the process of somatic cell nuclear transplant involves two different cells,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,6,transplant,Morphosyntactic
79,he was head of the organ transplant section between nineteen sixty six and nineteen sixty eight,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,6,transplant,Morphosyntactic
80,instead their solution to the problem was to keep transplant prices as high as the market would allow,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l @ n t ,9,transplant,Morphosyntactic
81,over the past twenty one years dr farjo has performed over six thousand five hundred transplant procedures and given over twenty five thousand consultations,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,15,transplant,Morphosyntactic
82,cigna's reversal of its policy offering to pay for the transplant came several hours before sarkisyan's death,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,10,transplant,Morphosyntactic
83,he began studies of allergies in nineteen forty eight and discovered the ir immune response genes that govern transplant rejection nineteen sixties,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,18,transplant,Morphosyntactic
84,two years after the transplant enzo comes back to the philippines and meets bianca,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,4,transplant,Morphosyntactic
85,he performed the world's first fallopian tubal transplant in nineteen seventy nine but this technology was then superseded by in vitro fertilisation,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,7,transplant,Morphosyntactic
86,in absence of a liver transplant the msud diet must be adhered to strictly and permanently,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,5,transplant,Morphosyntactic
87,further more the professional organization romtransplant plays a key role scientific and organizational in the development of romanian transplant,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,18,transplant,Morphosyntactic
88,however miller pulled out of the bout after getting news about his son's kidney transplant operation,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,14,transplant,Morphosyntactic
89,the organ transplant centre is the only centre in the region performing invasive donor hepatectomy,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,2,transplant,Morphosyntactic
90,lizzie finally went into remission when she underwent a successful bone marrow transplant thanks to her new baby brother james,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,12,transplant,Morphosyntactic
91,days after his operation he was in good spirits and had had no serious complications from the transplant,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,17,transplant,Morphosyntactic
92,the risk of relapsing after transplant is high and has been recorded as high as fifty percent,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,5,transplant,Morphosyntactic
93,kocher reversed these symptoms by implanting thyroid tissue to these people and thus performed the first organ transplant,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,17,transplant,Morphosyntactic
94,eyelash and eyebrow transplant surgeries may be help to reconstruct or thicken lashes or eyebrow hair,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,3,transplant,Morphosyntactic
95,extensive efforts have been made to identify treatment regimes to reduce pra in sensitized transplant candidates,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,14,transplant,Morphosyntactic
96,substandard conditions during transplant surgeries can also lead to transmission of diseases like hepatitis b hepatitis c and hiv,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l @ n t ,3,transplant,Morphosyntactic
97,the city is preeminent in transplant surgery with several city based hospitals creating records in such surgeries,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,5,transplant,Morphosyntactic
98,on december sixteenth twenty sixteen williams underwent liver transplant surgery,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,8,transplant,Morphosyntactic
99,it is also used to follow up bone marrow transplant patients,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,9,transplant,Morphosyntactic
100,they are also administered as posttransplantory immunosuppressants to prevent the acute transplant rejection and graft versus host disease,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,11,transplant,Morphosyntactic
101,however phil eventually gets a liver transplant,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,6,transplant,Morphosyntactic
102,he had been in singapore's raffles hospital since february two thousand nine awaiting a kidney transplant from his younger brother,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,15,transplant,Morphosyntactic
103,bos is seen in over fifty percent of lung transplant recipients by five years and in over eighty percent by ten years,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,9,transplant,Morphosyntactic
104,in two thousand four parry was diagnosed with advanced dilated cardiomyopathy and placed on the transplant list,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,15,transplant,Morphosyntactic
105,he underwent a bone marrow transplant but it was unsuccessful,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,5,transplant,Morphosyntactic
106,it may also infect organ transplant recipients and people receiving certain cancer treatments,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,5,transplant,Morphosyntactic
107,it has twin theatres for general surgery gynaecology obstetrics and kidney transplant surgery,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,11,transplant,Morphosyntactic
108,simon kay performed the uk's first hand transplant operation in twenty twelve at leeds general infirmary,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,7,transplant,Morphosyntactic
109,there are also plans to open a heart transplant centre,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,8,transplant,Morphosyntactic
110,later paul lets susan know that he's alerted the transplant office to move forward with beth's wishes,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,9,transplant,Morphosyntactic
111,in may twenty thirteen reed underwent a liver transplant at the cleveland clinic,"('nn', 't r a n s - p l aa n t', [1, 0])", 1 t r a n - 0 s p l aa n t ,8,transplant,Morphosyntactic
112,call the resulting minimalist mereological theory m if x is part of y we postulate that y encloses x c three,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,14,postulate,Morphosyntactic
113,others postulate that sharing is driven by ego in order to build up an online persona for oneself,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,1,postulate,Morphosyntactic
114,the principle of occam's razor suggests that we postulate only those entities which are necessary to best explain our observations,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,8,postulate,Morphosyntactic
115,unlike hsm elm does not postulate whether central route processing and peripheral route processing can co occur or not,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,5,postulate,Morphosyntactic
116,sociological theories postulate relationships between sociological concepts,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
117,those who postulate other reasons for the withdrawal are simply wrong,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
118,we can draw conclusions about the invisible we can postulate its existence with relative certainty,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,9,postulate,Morphosyntactic
119,starting with the ten or eleven dimensional spacetime of string or m theory physicists postulate a shape for the extra dimensions,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,14,postulate,Morphosyntactic
120,they also postulate the existence of a quantity named entropy which can be defined for any system,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
121,thus we can postulate that the trichothecene mycotoxins have molecular capability of direct reaction with cellular components,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,3,postulate,Morphosyntactic
122,but since there are no explicit representation one can only postulate a possibility,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,10,postulate,Morphosyntactic
123,archaeologists postulate it could have been a crusader fortress,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,1,postulate,Morphosyntactic
124,the jain texts postulate four gatis that is states of existence or birth categories within which the soul transmigrates,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,3,postulate,Morphosyntactic
125,some embryologists postulate that the ostium secundum may be formed through programmed cell death,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
126,they also postulate the existence of a poincaré invariant state called the vacuum and demand it is unique,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
127,still others postulate that the number three is symbolic meant to indicate a magnified karmic result for one's actions,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,2,postulate,Morphosyntactic
128,later some historians postulate that the roman fort of varae sat on the site of the cathedral,"('vb', 'p o s - ch uu - l ei t', [1, 0, 0])", 1 p o s - 0 ch uu - 0 l @ t ,3,postulate,Morphosyntactic
130,mercedes amber riley and sam chord overstreet separately recount their summer relationship to their friends singing summer nights,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,8,recount,Lexical
131,many veterans can recount a conversion day or c day,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,3,recount,Lexical
132,oral histories recount how various people used divine power to command the statues to walk,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,2,recount,Lexical
133,in many police stations he did in fact recount false assaults,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,8,recount,Lexical
134,about two years after the war aanenson met a new neighbor who started to recount the story,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,14,recount,Lexical
135,the events of the late afternoon and evening hours are difficult to recount,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,12,recount,Lexical
136,one of the two patients was too sick and the accuracy of her recount could not be verified,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,13,recount,Lexical
137,in eighteen fifty he published his first book the california sketches that recount his skeptical observations of the gold rush,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,12,recount,Lexical
138,ethnohistoric sources recount the process of prismatic blade production,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,2,recount,Lexical
139,tours of the prison show aspects of prison life and recount successful and attempted escapes,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,10,recount,Lexical
140,the later five books recount previously unrecorded adventures from her original three visits,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,4,recount,Lexical
141,participants within a study were able to recount previous luxury driving experiences due to its high involvement,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,7,recount,Lexical
142,history does not recount any incidents of cholera until the nineteenth century,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,3,recount,Lexical
143,it appears that sometimes one needs to wait until adulthood to be able to recount one's childhood dreams,"('vb tell', 'r i - k ow n t', [0, 1])", 3 r ii - 1 k ow n t ,14,recount,Lexical
144,in rupe's recount of this injury he believes it happened in nineteen eighty six but he is in error,"('vb tell', 'r i - k ow n t', [0, 1])", 1 r ii - 0 k ow n t ,2,recount,Lexical
