src|match|phone match|stress match|syl match|freq|row|col|ref|pred
WARINGHIEN'S|False|False|False|True|0|69|13|0 w eir r - 0 i ng g - 0 @ n z|1 w o - 0 r i ng - 0 iy @ n z
MIKIKO|False|False|False|True|0|71|18|0 m i k - 0 ii k - 0 ou|1 m i - 0 k i - 0 k ou
KECKLEY|False|True|False|True|0|72|6|0 k e k - 0 l iy|1 k e k - 0 l iy
BOZENA|False|False|False|True|0|77|10|0 b o z - 0 i n - 0 @|0 b @ - 1 z ii - 0 n @
NEMCOVA|False|False|False|True|0|77|11|0 n e m k - 0 @ v - 0 @|0 n e m - 1 k ou - 0 v @
MAHAPURUSH|False|False|False|False|0|78|7|0 m aa h - 0 @ p - 0 r uh sh|0 m @ - 1 h a - 0 p y uw - 0 r @ sh
SHIVANANDA|False|True|False|True|0|78|11|0 sh i v - 0 @ n - 0 a n d - 0 @|2 sh i - 0 v @ - 1 n a n - 0 d @
RAMAKRISHNA|False|False|False|True|0|78|17|0 r @ m - 0 @ k - 0 r i sh - 0 n @|2 r a - 0 m @ - 1 k r i sh - 0 n @
ALEXISONFIRE|False|False|False|True|0|79|11|0 @ l - 0 i k - 0 s i z n! f - 0 ai - 0 @|0 @ - 2 l e k - 0 s i - 1 s o n - 0 f ai @
MENTATION|False|True|False|False|0|88|16|0 m e n t - 0 ei sh n!|0 m e n t - 1 ei - 0 sh n!
DESCRIBERS|False|True|False|True|0|94|2|0 d i s - 0 k r ai b - 0 @ z|0 d i - 1 s k r ai b - 0 @ z
ORARIUS|False|False|False|False|0|94|6|0 @ r - 0 eir r - 0 iy - 0 @ z|0 @ - 1 r a - 0 r iy @ s
JUBATUS|False|False|False|False|0|94|9|0 jh ? b ei t - 0 @ z|0 jh u - 1 b ei - 0 t @ s
HEBBIAN|False|True|False|False|0|99|12|0 h e b - 0 iy - 0 @ n|1 h e - 0 b iy @ n
GEPHI|False|False|False|True|0|100|1|0 jh i f - 0 ai|1 jh e - 0 f iy
FACEBOOK|False|False|False|False|0|100|10|0 f ei s b ? k|1 f ei s - 3 b u k
ST|False|False|True|True|0|104|12|1 s ei n t|1 s t ii
NINGBO|False|True|False|True|0|105|1|0 n i ng b - 0 ou|1 n i ng - 0 b ou
HARWELL|False|False|False|True|0|107|3|0 h a w - 0 e lw|1 h eir - 0 w @ lw
AIRSOFT|False|True|False|True|0|108|6|0 eir s - 0 o f t|1 eir - 3 s o f t
OBENSHAIN|False|True|False|True|0|112|4|0 ou b - 0 @ n sh - 0 ei n|1 ou - 0 b @ n - 2 sh ei n
MOEHAU|False|False|False|False|0|116|4|0 m ou - 0 @ - 0 a|1 m ou - 0 h oo
OSTEOMYELITIS|False|False|False|False|0|121|9|0 o s - 0 t @ m y l - 0 ai t - 0 @ z|2 o - 0 s t iy - 0 o - 0 m iy - 1 e - 0 l @ - 0 t i s
WOODCOURT|False|False|False|False|0|125|5|0 w ? d k oo t|1 w u d - 3 k oo t
VILLENA|False|True|False|True|0|127|1|0 v i l - 0 ii n - 0 @|0 v i - 1 l ii - 0 n @
ANDRZEJ|False|False|False|True|0|130|1|0 a n d - 0 z e jh|1 a n - 0 d r ei jh
TARLECKI|False|False|False|False|0|130|2|0 t aa l - 0 e k - 0 iy|0 t aa - 1 l e k
TRULL|False|True|False|True|0|146|2|0 t r uh lw|1 t r uh lw
HIGBIE|False|False|False|True|0|146|5|0 h i g - 0 b iy|1 h i - 0 b iy
HYPOXIA|False|True|False|False|0|150|12|0 h ai p - 0 o k - 0 s iy - 0 @|0 h ai - 1 p o k - 0 s iy @
UPPERSIDE|False|True|False|True|0|152|15|0 uh p - 0 @ s - 0 ai d|1 uh p - 0 @ - 2 s ai d
MULTIFOCAL|False|False|False|False|0|154|14|0 m uh lw t - 0 @ f - 0 ou k l!|0 m uh lw - 1 t i - 0 f @ - 0 k @ lw
ANAK|False|True|False|True|0|156|11|0 a n - 0 a k|1 a - 0 n a k
RANAKAH|False|False|False|True|0|156|12|0 r @ n - 0 @ k - 0 @|1 r a - 0 n @ - 0 k aa
DIFFUSIVITY|False|False|False|True|0|157|4|0 d i f - 0 y uu s - 0 @ v - 0 @ t - 0 iy|2 d i - 0 f y uw z - 1 i v - 0 @ - 0 t iy
MAGNETOMETER|False|True|False|True|0|165|4|0 m a g - 0 n i t - 0 o m - 0 i t - 0 @|2 m a g - 0 n i t - 1 o - 0 m i - 0 t @
NORTHSIDE|False|False|False|True|0|167|9|0 n oo h - 0 s ai d|1 n oo th - 3 s ai d
MOSTON|False|False|False|True|0|167|13|0 m ou s - 0 t @ n|1 m o - 0 s t @ n
FUUDO|False|False|False|False|0|169|4|0 f ? ? d ou|1 f y uu - 0 d ou
CINOBUFAGIN|False|False|False|True|0|176|1|0 s ai n - 0 @ b - 0 y uu f - 0 @ g - 0 i n|2 s i - 0 n @ - 1 b y uu - 0 f @ - 0 g i n
TRENITALIA|False|True|False|False|0|180|14|0 t r e n - 0 i t - 0 ei l - 0 iy - 0 @|2 t r e - 0 n i - 1 t ei - 0 l iy @
LEUMI|False|False|False|False|0|183|20|0 l ? m iy|1 l uu - 0 m iy
KHARY|False|False|False|True|0|189|19|0 k eir r - 0 iy|1 k i@ - 0 r iy
PAYTON|False|True|False|True|0|189|20|0 p ei t - 0 @ n|1 p ei - 0 t @ n
THIOCYANIC|False|False|False|True|0|200|11|0 th ai - 0 ou s - 0 y a n - 0 i k|2 th ai @ - 0 s iy - 1 a n - 0 i k
FERRERS|False|True|False|True|0|201|9|0 f e r - 0 @ z|1 f e - 0 r @ z
SACRUM|False|True|False|True|0|206|17|0 s a k - 0 r @ m|1 s a - 0 k r @ m
PASTIE|False|False|False|True|0|211|2|0 p ei s - 0 t iy|1 p aa - 0 s t iy
POLRUAN|False|False|False|False|0|216|9|0 p @ lw - 0 r uw - 0 @ n|1 p o lw - 0 r uw @ n
FOWEY|False|True|False|True|0|216|11|0 f ow - 0 iy|1 f ow - 0 iy
ZHUFENCHANG|False|False|False|False|0|217|5|0 z ? f e n ch - 0 a ng|1 sh uu - 0 f n! - 0 ch a ng
ASEMIC|False|True|False|True|0|224|6|0 @ s - 0 e m - 0 i k|0 @ - 1 s e - 0 m i k
HELIOSPHERE|False|True|False|False|0|231|14|0 h ii l - 0 iy - 0 @ s - 0 f i@|1 h ii - 0 l iy @ - 2 s f i@
SHORTIE|False|True|False|True|0|232|17|0 sh oo t - 0 iy|1 sh oo t - 0 iy
RAMA|False|False|False|True|0|233|1|0 r @ m - 0 @|1 r aa - 0 m @
CHARR|False|False|False|True|0|237|1|0 ch @|1 ch aa
ISUZU'S|False|False|False|True|0|237|11|0 i s - 0 @ z - 0 uu z|0 i - 1 z uu - 0 z uu z
MAWSYNRAM|False|False|False|True|0|241|13|0 m oo z - 0 iy n! r - 0 @ m|1 m oo z - 0 i n - 0 r @ m
JANNISSARIES|False|False|False|True|0|248|14|0 jh a n - 0 i - 0 @ r - 0 iy z|1 jh a - 0 n i - 0 s @ - 0 r iy z
MIRREN'S|False|False|False|False|0|249|8|0 m i r n z|1 m i - 0 r @ n z
ZHANG|False|True|False|True|0|251|13|0 z a ng|1 z a ng
DALIAN|False|False|False|False|0|251|19|0 d a l - 0 iy - 0 @ n|1 d ei - 0 l iy @ n
MOJAVE|False|False|False|True|0|258|5|0 m ou jh - 0 ei v|0 m @ - 1 jh ei v
LANFAIR|False|True|False|True|0|258|9|0 l a n f - 0 eir|1 l a n - 0 f eir
MOJAVE|False|False|False|True|0|263|12|0 m ou jh - 0 ei v|0 m @ - 1 jh ei v
SELEJ|False|False|False|True|0|265|20|0 s e l - 0 i jh|1 s e - 0 l y uu
DUROVILLE|False|True|False|True|0|266|1|0 d y ur r - 0 @ v - 0 i lw|1 d y ur - 0 r @ - 0 v i lw
STOICHIOMETRIC|False|False|False|True|0|268|3|0 s t oi - 0 i ch - 0 iy - 0 @ m - 0 e t - 0 r i k|2 s t ou - 0 ou - 0 k iy - 1 o - 0 m @ - 0 t r i k
AMBENONIUM|False|True|False|False|0|269|1|0 a m b - 0 @ n - 0 ou n - 0 iy - 0 @ m|2 a m - 0 b @ - 1 n ou - 0 n iy @ m
MYASTHENIA|False|True|False|False|0|269|17|0 m ai - 0 @ s - 0 th ii n - 0 iy - 0 @|2 m ai @ s - 1 th ii - 0 n iy @
GRAVIS|False|False|False|True|0|269|18|0 g r a v - 0 i z|1 g r ei - 0 v i s
SECUNDUM|False|False|False|True|0|270|4|0 s i k - 0 @ n jh - 0 @ m|0 s i - 1 k uh n - 0 d @ m
ATRIAL|False|False|False|False|0|270|5|0 ei t - 0 r iy - 0 @ lw|1 a - 0 t r iy @ lw
SEPTAL|False|True|False|False|0|270|6|0 s e p t l!|1 s e p - 0 t l!
FUSEL|False|True|False|False|0|275|4|0 f y uu z l!|1 f y uu - 0 z l!
EMPTYWHEN|False|False|False|False|0|279|6|0 e m p - 0 t i w h n|1 e m p - 0 t iy - 2 w e n
WAVEGUIDE|False|False|False|False|0|285|2|0 w ei v - 0 e g - 0 ai d|1 w ei v - 3 g ai d
FINLINE|False|False|False|True|0|285|11|0 f i n l - 0 ai n|1 f i - 0 n i n
WAVEGUIDE|False|False|False|False|0|285|14|0 w ei v - 0 e g - 0 ai d|1 w ei v - 3 g ai d
DIFFWYS|False|False|False|True|0|289|6|0 d i w - 0 iy z|1 d i f - 0 w i z
FFESTINIOG|False|False|False|True|0|289|15|0 f e s - 0 t i n - 0 iy - 0 o g|0 f f - 1 s t i - 0 n iy - 0 o g
DUFFWS|False|False|False|True|0|289|17|0 d uh f w z|1 d uh f s
BLAENAU|False|False|False|False|0|289|20|0 b l a - 0 ii n - 0 oo|1 b l ei - 0 n y uu
FFESTINIOG|False|False|False|True|0|289|21|0 f e s - 0 t i n - 0 iy - 0 o g|0 f f - 1 s t i - 0 n iy - 0 o g
FALMER|False|True|False|True|0|290|16|0 f aa m - 0 @|1 f aa m - 0 @
MEADVILLE|False|True|False|True|0|293|11|0 m ii d - 0 v i lw|1 m ii d - 0 v i lw
DUIKER|False|False|False|True|0|298|6|0 d uw k - 0 @|1 d y uu - 0 k @
RHINOCOLURA|False|False|False|True|0|299|6|0 r ai n - 0 ou k - 0 @ l - 0 ur r - 0 @|0 r ai - 2 n o - 0 k @ - 1 l ur - 0 r @
ANTIPARTICLES|False|True|False|False|0|304|8|0 a n t - 0 i p - 0 aa t - 0 i k l! z|2 a n - 0 t i - 1 p aa - 0 t i - 0 k l! z
DAVIN|False|True|False|True|0|307|13|0 d ei v - 0 i n|1 d ei - 0 v i n
ROK|False|False|False|True|0|308|18|0 r ou k|1 r o k
KYRENIA|False|False|False|False|0|311|12|0 k ai r - 0 ii n - 0 iy - 0 @|0 k i - 1 r ii - 0 n iy @
NOSTROMO|False|False|False|True|0|312|1|0 n o s - 0 t r @ m - 0 ou|0 n o - 1 s t r ou - 0 m ou
IQUITOS|False|False|False|True|0|314|8|0 i k - 0 w ii t - 0 ou z|0 i - 1 k w ai - 0 t ou
DWORKIN|False|True|False|True|0|315|2|0 d w @@r k - 0 i n|1 d w @@r - 0 k i n
RICKI|False|True|False|True|0|315|12|0 r i k - 0 iy|1 r i - 0 k iy
BENZOIN|False|True|False|True|0|326|3|0 b e n z - 0 oi n|0 b e n - 1 z oi n
COMMIPHORA|False|False|False|True|0|326|10|0 k o m - 0 i f - 0 @ r - 0 @|2 k o - 0 m i - 1 f oo - 0 r @
WIGHTII|False|False|False|False|0|326|11|0 w ai t - 0 iy - 0 ai|1 w ai - 0 t iy
PYRETHROID|False|False|False|True|0|327|4|0 p ai r - 0 e th - 0 r oi d|1 p ai - 0 r @ - 2 th r oi d
HALMADDI|False|True|False|True|0|329|6|0 h a lw - 0 m a d - 0 iy|0 h a lw - 1 m a - 0 d iy
HALMADDI|False|True|False|True|0|329|14|0 h a lw - 0 m a d - 0 iy|0 h a lw - 1 m a - 0 d iy
TIMESTREAM|False|False|False|False|0|336|12|0 t ai m - 0 @ s - 0 t r ii m|1 t ai m - 3 s t r ii m
ILYUSHINS|False|False|False|False|0|340|12|0 i l - 0 i - 0 uh sh - 0 i n z|0 i - 1 l i - 0 sh n! z
FUNKSTOWN|False|False|False|True|0|341|3|0 f uh ng k - 0 s t ow n|1 f uh n k - 3 s t ow n
WOODHAVEN|False|False|False|False|0|343|9|0 w ? d @ v n!|1 w u d - 2 h ei - 0 v n!
ROGGE|False|True|False|True|0|346|1|0 r o g|1 r o g
ISOPOD|False|True|False|True|0|347|10|0 ai s - 0 @ p - 0 o d|1 ai - 0 s @ - 0 p o d
ANILOCRA|False|False|False|True|0|347|11|0 @ n - 0 ai l - 0 @ k - 0 r @|0 @ - 1 n i - 0 l @ - 0 k r @
CAPENSIS|False|False|False|True|0|347|12|0 k ei p - 0 e n s - 0 i z|0 k @ - 1 p e n - 0 s i s
TISA|False|False|False|True|0|349|3|0 t i s - 0 @|1 t ai - 0 z @
FULCI|False|False|False|False|0|349|16|0 f ? lw s iy|1 f u lw - 0 s iy
FABIO|False|False|False|True|0|349|18|0 f a b - 0 ai - 0 ou|1 f ei - 0 b iy - 0 ou
FRIZZI|False|True|False|True|0|349|19|0 f r i z - 0 iy|1 f r i - 0 z iy
MCGATHY|False|False|False|True|0|350|1|0 m @ g - 0 @ th - 0 iy|1 m a - 0 g @ - 0 th iy
HARMONTOWN|False|True|False|True|0|350|10|0 h aa m - 0 @ n t - 0 ow n|1 h aa - 0 m @ n - 2 t ow n
PODCAST|False|True|False|True|0|350|11|0 p o d k - 0 aa s t|1 p o d - 3 k aa s t
SEL|False|False|False|True|0|358|2|0 s l!|1 s e lw
ALGONQUIAN|False|False|False|False|0|359|1|0 a lw - 0 g @ ng k - 0 w iy - 0 @ n|0 a lw - 1 g o ng - 0 k w iy @ n
LAPLEGUA|False|False|False|True|0|360|6|0 l ei p - 0 l @ g - 0 ? @|0 l a - 1 p l ii - 0 g w aa
TYBRING|False|True|False|True|0|373|2|0 t ai b - 0 r i ng|1 t ai - 0 b r i ng
GJEDDE|False|True|False|True|0|373|3|0 g jh e d|1 g jh e d
UTLEY|False|True|False|True|0|376|7|0 uh t - 0 l iy|1 uh t - 0 l iy
POINSETT|False|True|False|True|0|378|9|0 p oi n s - 0 i t|1 p oi n - 0 s i t
SALIVATION|False|True|False|False|0|382|6|0 s a l - 0 i v - 0 ei sh n!|2 s a - 0 l i v - 1 ei - 0 sh n!
EARWORT|False|True|False|True|0|383|6|0 i@ w - 0 @@r t|1 i@ - 3 w @@r t
SCAPANIA|False|False|False|False|0|383|7|0 s k ei p - 0 ei n - 0 iy - 0 @|0 s k @ - 1 p a - 0 n iy @
UNDULATA|False|False|False|True|0|383|8|0 uh n jh - 0 uw l - 0 aa t - 0 @|2 uh n - 0 jh uw - 1 l ei - 0 t @
JUNCUS|False|False|False|True|0|383|14|0 jh uh n k - 0 @ z|1 jh uh ng - 0 k @ s
BULBOSUS|False|False|False|False|0|383|15|0 b ? lw b o s - 0 @ s|1 b uh lw - 0 b @ - 0 s @ s
CYMMER|False|True|False|True|0|388|20|0 s i m - 0 @|1 s i - 0 m @
SHAJAR|False|False|False|True|0|389|1|0 sh ei jh - 0 aa|1 sh a - 0 jh @
DIENES|False|False|False|True|0|390|3|0 d @ n z|1 d ii n z
DANISHEFSKY'S|False|False|False|True|0|390|19|0 d ei n - 0 i sh - 0 e f - 0 s k iy z|1 d a - 0 n i - 2 sh e f s k - 0 iy z
DIENE|False|False|False|True|0|390|20|0 d @ n|1 d ii n
NINJHAX|False|False|False|True|0|391|8|0 n ai n jh - 0 a k s|1 n i n - 0 jh @ k s
USAC'S|False|True|False|True|0|392|13|0 y uu s - 0 a k s|1 y uu - 0 s a k s
SCHELDT|False|False|False|True|0|401|5|0 s e lw t|1 sh e lw t
VERPLEEGSTERSBROMMER|False|False|False|True|0|402|8|0 v @@r p - 0 l e g s - 0 t @ z - 0 b r o m - 0 @|0 v @ - 1 p l e - 0 s t @ z - 2 b r o m - 0 @
KHAMI|False|False|False|True|0|407|18|0 k aa m - 0 iy|1 k e - 0 m iy
LUPARA|False|True|False|True|0|412|15|0 l uw p - 0 aa r - 0 @|0 l uw - 1 p aa - 0 r @
COM|False|False|False|True|0|425|9|0 k @ m|1 k o m
MANDALAY|False|False|False|True|0|425|15|0 m a n d - 0 a l - 0 ei|1 m a n - 0 d @ - 0 l ei
AGUILERA|False|False|False|False|0|427|12|0 @ g - 0 ai l - 0 @ r - 0 @|2 a - 0 g y uw - 1 i - 0 l @ - 0 r @
OPIOIDS|False|False|False|True|0|428|2|0 @ p - 0 iy - 0 oi d z|1 ou - 0 p iy - 2 oi d z
DONRUSS|False|True|False|True|0|430|5|0 d o n r - 0 @ s|1 d o n - 0 r @ s
DELPY|False|True|False|True|0|432|3|0 d e lw p - 0 iy|1 d e lw p - 0 iy
NOVENA|False|False|False|True|0|443|17|0 n o v - 0 i n - 0 @|0 n ou - 1 v ii - 0 n @
CUSANUS|False|False|False|False|0|446|2|0 k ? z n! @ z|1 k y uu - 0 z @ - 0 n @ s
BUSSI|False|False|False|True|0|446|8|0 b uh s - 0 ai|1 b uh - 0 s iy
INDIC|False|True|False|True|0|449|8|0 i n d - 0 i k|1 i n - 0 d i k
HANNAY'S|False|False|False|True|0|456|4|0 h a n - 0 ei z|1 h a - 0 n iy z
KROMA|False|True|False|True|0|458|7|0 k r ou m - 0 @|1 k r ou - 0 m @
MENINGA'S|False|False|False|True|0|459|9|0 m @ n - 0 i ng - 0 @ z|0 m e - 1 n i ng - 0 g @ z
FIRESTAR|False|False|False|False|0|462|1|0 f ai s - 0 t aa|1 f ai - 0 r @ - 0 s t @
ARCADING|False|True|False|True|0|463|13|0 aa k - 0 ei d - 0 i ng|0 aa - 1 k ei d - 0 i ng
GREENSPRING|False|True|False|True|0|464|14|0 g r ii n s - 0 p r i ng|1 g r ii n - 0 s p r i ng
MAIANBAR|False|False|False|False|0|465|4|0 m ei - 0 ai - 0 aa n b - 0 aa|1 m ei - 0 a n - 2 b aa
MACLEAY|False|False|False|True|0|465|11|0 m @ k - 0 l ii|0 m @ - 1 k l ei
FESTTREPPE|False|False|False|True|0|467|4|0 f e s - 0 t r e p|1 f e - 0 s t r i p
WOODVILLE|False|False|False|False|0|472|9|0 w ? d v i lw|1 w u d - 0 v i lw
CHIH'S|False|False|False|True|0|485|10|0 ch i z|1 ch ai z
HALAKHA|False|False|False|False|0|487|17|0 h a l k - 0 @|0 h @ - 1 l a - 0 k @
CHAPBOOKS|False|False|False|False|0|488|2|0 ch ei p b ? k s|1 ch a p - 3 b u k s
ARIELI|False|False|False|True|0|490|15|0 eir r - 0 ii l - 0 ai|0 @ - 1 r ii - 0 l iy
ALUPA|False|False|False|True|0|492|11|0 @ l - 0 uw p - 0 aa|0 @ - 1 l uu - 0 p @
POLARI|False|False|False|True|0|493|17|0 p ou l - 0 aa r - 0 iy|1 p ou l - 0 @ - 0 r ai
SPARTANBURG|False|False|False|True|0|499|8|0 s p aa t - 0 @ n b - 0 @@r g|1 s p aa - 0 t a n - 2 b @@r g
GIBRALTARIANS|False|False|False|False|0|501|3|0 jh i b - 0 r oo lw t - 0 eir r - 0 iy - 0 @ n z|2 jh i - 0 b r @ lw - 1 t eir - 0 r iy @ n z
BUSCEMI|False|False|False|True|0|505|8|0 b uh s - 0 @ m - 0 iy|0 b @ - 1 s e - 0 m iy
MARIACHI|False|False|False|False|0|505|11|0 m @ r - 0 ai - 0 aa ch - 0 iy|0 m @ - 1 r ii - 0 ch iy
KAINE|False|True|False|True|0|511|7|0 k ei n|1 k ei n
RIBAVIRIN|False|False|False|False|0|527|1|0 r i b - 0 ei v - 0 ? r i n|0 r i - 1 b a - 0 v i - 0 r i n
TAKEDOWN|False|True|False|True|0|529|2|0 t ei k - 0 d ow n|1 t ei k - 3 d ow n
THERMOFOIL|False|False|False|True|0|533|1|0 th @@r m - 0 @ f - 0 oi lw|0 dh @ - 1 m uu - 0 f oi lw
WES|False|False|False|True|0|542|2|0 w z|1 w e z
DUREING|False|True|False|True|0|542|3|0 d y ur r - 0 i ng|1 d y ur - 0 r i ng
DAYES|False|True|False|True|0|542|5|0 d ei z|1 d ei z
FAMILIE|False|False|False|True|0|542|11|0 f @ m - 0 i l - 0 iy|1 f a - 0 m i - 0 l iy
PULPWOOD|False|False|False|False|0|544|13|0 p uh lw p w ? d|1 p uh lw p - 3 w u d
BRITE|False|True|False|True|0|545|5|0 b r ai t|1 b r ai t
CHISUM|False|False|False|True|0|552|6|0 ch i s - 0 @ m|1 sh i - 0 z m!
PECOS|False|False|False|True|0|552|14|0 p e k - 0 ou z|1 p ii - 0 k o s
FARENHOLT|False|False|False|True|0|553|3|0 f eir - 0 e ng h - 0 ou lw t|1 f a - 0 r @ n - 2 h ou lw t
TUZIGOOT|False|False|False|True|0|560|14|0 t y uu z - 0 i g - 0 uu t|2 t y uu - 0 z i - 1 g u t
NAKANO|False|False|False|True|0|564|8|0 n @ k - 0 @ n - 0 ou|0 n @ - 1 k aa - 0 n ou
FIRECATS|False|True|False|False|0|565|1|0 f ai - 0 @ k - 0 a t s|1 f ai @ - 3 k a t s
MASTROLE|False|False|False|True|0|565|5|0 m a s - 0 t r ou lw|0 m @ - 1 s t r ou lw
BEBE|False|False|False|True|0|570|1|0 b i b|1 b ii b
SONORITIES|False|False|False|True|0|572|6|0 s o n - 0 o r - 0 @ t - 0 iy z|0 s @ - 1 n o r - 0 @ - 0 t iy z
VINDONISSA|False|False|False|False|0|574|8|0 v i n d - 0 n i s - 0 @|2 v i n - 0 d @ - 1 n i - 0 s @
BRUGG|False|True|False|True|0|574|14|0 b r uh g|1 b r uh g
GAMEPLAY|False|False|False|True|0|575|13|0 g ei m p - 0 l ei|1 g a m - 3 p l ei
CHARTERIS|False|False|False|True|0|581|1|0 ch aa t - 0 @ r - 0 i z|1 ch aa - 0 t @ - 0 r i s
RESOLUTIONERS|False|False|False|False|0|581|19|0 r ii s - 0 @ l - 0 uu sh - 0 n! @ z|2 r e - 0 z @ - 1 l uu - 0 sh n! - 0 @ z
MCGUINESS|False|False|False|False|0|585|8|0 m @ g - 0 w ai n - 0 @ s|1 m k g ai - 0 n i s
HAWIJA|False|False|False|False|0|590|16|0 h oo - 0 i jh - 0 @|0 h @ - 1 w ai @
MATHILDE|False|False|False|False|0|591|5|0 m @ th - 0 ai lw - 0 d @|1 m a - 0 th i lw d
DOSOJIN|False|True|False|True|0|592|4|0 d o s - 0 @ jh - 0 i n|1 d o - 0 s @ - 0 jh i n
DECAVALCANTE|False|False|False|True|0|598|11|0 d e k - 0 ei v l! k - 0 @ n t - 0 iy|2 d e - 0 k @ - 1 v a lw - 0 k a n t
RIGGI|False|False|False|True|0|598|13|0 r i g - 0 ai|1 r i - 0 jh iy
COLICCHIO'S|False|False|False|True|0|598|16|0 k o l - 0 i k - 0 ch iy - 0 ou z|0 k @ - 1 l i - 0 k iy - 0 ou z
YOSHIDA|False|True|False|True|0|600|8|0 y o sh - 0 ii d - 0 @|0 y o - 1 sh ii - 0 d @
TORNADIC|False|True|False|True|0|603|13|0 t oo n - 0 a d - 0 i k|0 t oo - 1 n a - 0 d i k
SUPERCELLS|False|True|False|True|0|603|14|0 s uu p - 0 @ s - 0 e lw z|2 s uu - 0 p @ - 1 s e lw z
EHECATL|False|False|False|False|0|604|12|0 e - 0 @ k - 0 @ t lw|1 ii - 0 k @ t
TLALOC|False|False|False|True|0|604|14|0 t l @ l - 0 o k|1 t l a - 0 l o k
ARKHAM|False|True|False|True|0|611|9|0 aa k - 0 @ m|1 aa - 0 k @ m
PARAN|False|True|False|True|0|612|1|0 p a r - 0 @ n|1 p a - 0 r @ n
BANDOPADHYAY|False|False|False|False|0|612|2|0 b a n d - 0 @ p - 0 a d h - 0 y ei|1 b a n - 0 d @ - 2 p a - 0 d iy - 2 ei
AVINASH|False|False|False|True|0|612|4|0 a v - 0 ii n - 0 a sh|1 a - 0 v i - 0 n a sh
BABU|False|False|False|True|0|612|5|0 b a b - 0 uu|1 b a - 0 b y uu
