src|match|phone match|stress match|syl match|freq|row|col|ref|pred
RECEIVED|True|True|True|True|947|5|5|0 r i - 1 s ii v d|0 r i - 1 s ii v d
FIVE|True|True|True|True|2401|5|6|1 f ai v|1 f ai v
THOUSAND|True|True|True|True|1997|5|7|1 th ow - 0 z n! d|1 th ow - 0 z n! d
AND|True|True|True|True|195893|5|8|1 a n d|1 a n d
NINETY|True|True|True|True|469|5|9|1 n ai n - 0 t iy|1 n ai n - 0 t iy
FIVE|True|True|True|True|2401|5|10|1 f ai v|1 f ai v
DOLLARS|True|True|True|True|568|5|11|1 d o - 0 l @ z|1 d o - 0 l @ z
TO|True|True|True|True|154614|5|12|0 t uu|0 t uu
IMPLEMENT|True|True|True|True|60|5|13|1 i m - 0 p l i - 0 m e n t|1 i m - 0 p l i - 0 m e n t
A|True|True|True|True|124956|5|14|1 ei|1 ei
FITNESS|True|True|True|True|31|5|15|1 f i t - 0 n @ s|1 f i t - 0 n @ s
FUNDAMENTALS|True|True|True|True|2|5|16|2 f uh n - 0 d @ - 1 m e n t - 0 l! z|2 f uh n - 0 d @ - 1 m e n t - 0 l! z
PROGRAM|True|True|True|True|50|5|17|1 p r ou - 0 g r a m|1 p r ou - 0 g r a m
THE|True|True|True|True|345973|7|1|0 dh ii|0 dh ii
OBJECTIVE|True|True|True|True|56|7|2|0 @ b - 1 jh e k t - 0 i v|0 @ b - 1 jh e k t - 0 i v
IS|True|True|True|True|43616|7|3|1 i z|1 i z
TO|True|True|True|True|154614|7|4|0 t uu|0 t uu
IMPLEMENT|True|True|True|True|60|7|5|1 i m - 0 p l i - 0 m e n t|1 i m - 0 p l i - 0 m e n t
AN|True|True|True|True|16747|7|6|1 a n|1 a n
ALGORITHMIC|True|True|True|True|1|7|7|2 a lw - 0 g @ - 1 r i dh - 0 m i k|2 a lw - 0 g @ - 1 r i dh - 0 m i k
SKELETON|True|True|True|True|63|7|8|1 s k e - 0 l i - 0 t @ n|1 s k e - 0 l i - 0 t @ n
BASED|True|True|True|True|179|7|9|1 b ei s t|1 b ei s t
PARALLEL|True|True|True|True|117|7|10|1 p a - 0 r @ - 0 l e lw|1 p a - 0 r @ - 0 l e lw
VERSION|True|True|True|True|76|7|11|1 v @@r - 0 sh n!|1 v @@r - 0 sh n!
OF|True|True|True|True|172137|7|12|1 o v|1 o v
THE|True|True|True|True|345973|7|13|0 dh @|0 dh @
ALGORITHM|True|True|True|True|6|7|15|1 a lw - 0 g @ - 2 r i - 0 dh @ m|1 a lw - 0 g @ - 2 r i - 0 dh @ m
USING|True|True|True|True|226|7|16|1 y uu z - 0 i ng|1 y uu z - 0 i ng
THE|True|True|True|True|345973|7|17|0 dh @|0 dh @
DIVIDE|True|True|True|True|66|7|18|0 d i - 1 v ai d|0 d i - 1 v ai d
AND|True|True|True|True|195893|7|19|1 a n d|1 a n d
CONQUER|True|True|True|True|69|7|20|1 k o ng - 0 k @|1 k o ng - 0 k @
PATTERN|True|True|True|True|74|7|21|1 p a - 0 t @ n|1 p a - 0 t @ n
NATIONAL|True|True|True|True|340|8|2|1 n a sh - 0 n l!|1 n a sh - 0 n l!
INSTITUTE|True|True|True|True|32|8|3|1 i n - 0 s t i - 0 ch uu t|1 i n - 0 s t i - 0 ch uu t
OF|True|True|True|True|172137|8|4|1 o v|1 o v
MENTAL|True|True|True|True|319|8|5|1 m e n - 0 t l!|1 m e n - 0 t l!
HEALTH|True|True|True|True|436|8|6|1 h e lw th|1 h e lw th
CONTINUED|True|True|True|True|1128|8|7|0 k @ n - 1 t i - 0 n y uu d|0 k @ n - 1 t i - 0 n y uu d
TO|True|True|True|True|154614|8|8|0 t uu|0 t uu
IMPLEMENT|True|True|True|True|60|8|9|1 i m - 0 p l i - 0 m e n t|1 i m - 0 p l i - 0 m e n t
RECOMMENDATIONS|True|True|True|True|7|8|10|2 r e - 0 k @ - 0 m e n d - 1 ei - 0 sh n! z|2 r e - 0 k @ - 0 m e n d - 1 ei - 0 sh n! z
ISSUED|True|True|True|True|152|8|11|1 i - 0 sh uu d|1 i - 0 sh uu d
BY|True|True|True|True|25786|8|12|1 b ai|1 b ai
THESE|True|True|True|True|7183|8|13|1 dh ii z|1 dh ii z
ALONG|True|True|True|True|1993|9|1|0 @ - 1 l o ng|0 @ - 1 l o ng
WITH|True|True|True|True|46126|9|2|1 w i dh|1 w i dh
HIS|True|True|True|True|52853|9|3|1 h i z|1 h i z
FATHER|True|True|True|True|3343|9|4|1 f aa - 0 dh @|1 f aa - 0 dh @
HE|True|True|True|True|75116|9|5|1 h ii|1 h ii
OPERATED|True|True|True|True|36|9|6|1 o - 0 p @ - 2 r ei t - 0 i d|1 o - 0 p @ - 2 r ei t - 0 i d
GEORGE|True|True|True|True|436|9|7|1 jh oo jh|1 jh oo jh
DOW|True|True|True|True|2|9|8|1 d ow|1 d ow
AND|True|True|True|True|195893|9|9|1 a n d|1 a n d
SONS|True|True|True|True|246|9|10|1 s uh n z|1 s uh n z
MILL|True|True|True|True|255|9|11|1 m i lw|1 m i lw
AND|True|True|True|True|195893|9|12|1 a n d|1 a n d
LATER|True|True|True|True|1052|9|13|1 l ei t - 0 @|1 l ei t - 0 @
THE|True|True|True|True|345973|9|14|0 dh @|0 dh @
FARM|True|True|True|True|254|9|16|1 f aa m|1 f aa m
IMPLEMENT|True|True|True|True|60|9|17|1 i m - 0 p l i - 0 m @ n t|1 i m - 0 p l i - 0 m @ n t
BUSINESS|True|True|True|True|1341|9|18|1 b i z - 0 n i s|1 b i z - 0 n i s
IF|True|True|True|True|16778|10|1|1 i f|1 i f
USING|True|True|True|True|226|10|2|1 y uu z - 0 i ng|1 y uu z - 0 i ng
THE|True|True|True|True|345973|10|3|0 dh @|0 dh @
CLONE|True|True|True|True|2|10|4|1 k l ou n|1 k l ou n
INHERITED|True|True|True|True|49|10|5|0 i n - 1 h e - 0 r i t - 0 i d|0 i n - 1 h e - 0 r i t - 0 i d
FROM|True|True|True|True|23311|10|6|1 f r o m|1 f r o m
OBJECT|False|False|False|True|82|10|7|0 @ b - 1 jh e k t|1 o b - 0 jh i k t
THE|True|True|True|True|345973|10|8|0 dh @|0 dh @
CLASS|True|True|True|True|548|10|9|1 k l aa s|1 k l aa s
MUST|True|True|True|True|7312|10|10|1 m uh s t|1 m uh s t
IMPLEMENT|True|True|True|True|60|10|11|1 i m - 0 p l i - 0 m e n t|1 i m - 0 p l i - 0 m e n t
THE|True|True|True|True|345973|10|12|0 dh @|0 dh @
INTERFACE|True|True|True|True|4|10|14|1 i n - 0 t @ - 2 f ei s|1 i n - 0 t @ - 2 f ei s
TO|True|True|True|True|154614|10|15|0 t uu|0 t uu
ALLOW|True|True|True|True|490|10|16|0 @ - 1 l ow|0 @ - 1 l ow
CLONING|True|True|True|True|1|10|17|1 k l ou n - 0 i ng|1 k l ou n - 0 i ng
DOCTOR|True|True|True|True|1468|11|1|1 d o k - 0 t @|1 d o k - 0 t @
PETER|True|True|True|True|630|11|2|1 p ii - 0 t @|1 p ii - 0 t @
AN|True|True|True|True|16747|11|4|1 a n|1 a n
COSMETIC|True|True|True|True|3|11|6|0 k o z - 1 m e - 0 t i k|0 k o z - 1 m e - 0 t i k
SURGEON|True|True|True|True|60|11|7|1 s @@r - 0 jh @ n|1 s @@r - 0 jh @ n
SHARES|True|True|True|True|34|11|8|1 sh eir z|1 sh eir z
AN|True|True|True|True|16747|11|9|1 a n|1 a n
UNPLEASANT|True|True|True|True|182|11|10|0 uh n - 1 p l e - 0 z n! t|0 uh n - 1 p l e - 0 z n! t
MARRIAGE|True|True|True|True|606|11|11|1 m a - 0 r i jh|1 m a - 0 r i jh
TO|True|True|True|True|154614|11|12|0 t uu|0 t uu
VALERIE|True|True|True|True|2|11|13|1 v a - 0 l @ - 0 r iy|1 v a - 0 l @ - 0 r iy
A|True|True|True|True|124956|11|14|1 ei|1 ei
RECOVERING|True|True|True|True|62|11|15|0 r i - 1 k uh - 0 v @ r - 0 i ng|0 r i - 1 k uh - 0 v @ r - 0 i ng
DRUG|True|True|True|True|89|11|16|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|11|17|1 a - 0 d i k t|1 a - 0 d i k t
HE|True|True|True|True|75116|12|1|1 h ii|1 h ii
WENT|True|True|True|True|5724|12|2|1 w e n t|1 w e n t
ON|True|True|True|True|32846|12|3|1 o n|1 o n
TO|True|True|True|True|154614|12|4|0 t uu|0 t uu
COMMENT|True|True|True|True|65|12|5|1 k o - 0 m e n t|1 k o - 0 m e n t
THAT|True|True|True|True|73150|12|6|1 dh a t|1 dh a t
THE|True|True|True|True|345973|12|7|0 dh @|0 dh @
NOVEL|True|True|True|True|135|12|8|1 n o - 0 v l!|1 n o - 0 v l!
ONLY|True|True|True|True|9204|12|9|1 ou n - 0 l iy|1 ou n - 0 l iy
OFFERS|True|True|True|True|105|12|10|1 o - 0 f @ z|1 o - 0 f @ z
THE|True|True|True|True|345973|12|11|0 dh @|0 dh @
FRUSTRATED|True|True|True|True|10|12|12|0 f r uh - 1 s t r ei t - 0 i d|0 f r uh - 1 s t r ei t - 0 i d
BOND|True|True|True|True|82|12|13|1 b o n d|1 b o n d
ADDICT|True|True|True|True|54|12|14|1 a - 0 d i k t|1 a - 0 d i k t
THE|True|True|True|True|345973|13|1|0 dh @|0 dh @
NEXT|True|True|True|True|2182|13|2|1 n e k s t|1 n e k s t
TWO|True|True|True|True|8933|13|3|1 t uu|1 t uu
EPISODES|True|True|True|True|14|13|4|1 e - 0 p i - 0 s ou d z|1 e - 0 p i - 0 s ou d z
FOLLOW|True|True|True|True|754|13|5|1 f o - 0 l ou|1 f o - 0 l ou
AS|True|True|True|True|46451|13|7|1 a z|1 a z
HE|True|True|True|True|75116|13|8|1 h ii|1 h ii
ATTEMPTS|True|True|True|True|132|13|9|0 @ - 1 t e m p t s|0 @ - 1 t e m p t s
TO|True|True|True|True|154614|13|10|0 t uu|0 t uu
BEFRIEND|True|True|True|True|4|13|11|0 b i - 1 f r e n d|0 b i - 1 f r e n d
SARA|True|True|True|True|44|13|12|1 s aa - 0 r @|1 s aa - 0 r @
IDENTIFYING|True|True|True|True|9|13|13|0 ai - 1 d e n - 0 t i - 2 f ai - 0 i ng|0 ai - 1 d e n - 0 t i - 2 f ai - 0 i ng
HIMSELF|True|True|True|True|5776|13|14|3 h i m - 1 s e lw f|3 h i m - 1 s e lw f
AS|True|True|True|True|46451|13|15|1 a z|1 a z
A|True|True|True|True|124956|13|16|1 ei|1 ei
DRUG|True|True|True|True|89|13|17|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|13|18|1 a - 0 d i k t|1 a - 0 d i k t
NAMED|True|True|True|True|279|13|19|1 n ei m d|1 n ei m d
LANCE|True|True|True|True|38|13|20|1 l aa n s|1 l aa n s
OVERDOSES|True|True|True|True|1|14|2|1 ou - 0 v @ - 2 d ou s - 0 i z|1 ou - 0 v @ - 2 d ou s - 0 i z
AND|True|True|True|True|195893|14|3|1 a n d|1 a n d
HER|True|True|True|True|40755|14|4|1 h @@r|1 h @@r
FAMILY|True|True|True|True|1277|14|5|1 f a - 0 m i - 0 l iy|1 f a - 0 m i - 0 l iy
BEGIN|True|True|True|True|606|14|6|0 b i - 1 g i n|0 b i - 1 g i n
TO|True|True|True|True|154614|14|7|0 t uu|0 t uu
BELIEVE|True|True|True|True|1932|14|8|0 b i - 1 l ii v|0 b i - 1 l ii v
SHE|True|True|True|True|36842|14|9|1 sh ii|1 sh ii
IS|True|True|True|True|43616|14|10|1 i z|1 i z
A|True|True|True|True|124956|14|11|1 ei|1 ei
DRUG|True|True|True|True|89|14|12|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|14|13|1 a - 0 d i k t|1 a - 0 d i k t
DENIED|True|True|True|True|143|15|2|0 d i - 1 n ai d|0 d i - 1 n ai d
THAT|True|True|True|True|73150|15|3|1 dh a t|1 dh a t
HE|True|True|True|True|75116|15|4|1 h ii|1 h ii
HAD|True|True|True|True|42625|15|5|1 h a d|1 h a d
BEEN|True|True|True|True|14357|15|6|1 b ii n|1 b ii n
HOSTING|True|True|True|True|1|15|7|1 h ou s t - 0 i ng|1 h ou s t - 0 i ng
MEMBERS|True|True|True|True|358|15|8|1 m e m - 0 b @ z|1 m e m - 0 b @ z
OF|True|True|True|True|172137|15|9|1 o v|1 o v
THE|True|True|True|True|345973|15|10|0 dh @|0 dh @
PRAISED|True|True|True|True|78|15|12|1 p r ei z d|1 p r ei z d
HITLER|True|True|True|True|4|15|13|1 h i t - 0 l @|1 h i t - 0 l @
OR|True|True|True|True|18622|15|14|1 oo|1 oo
CALLED|True|True|True|True|2451|15|15|1 k oo lw d|1 k oo lw d
CHURCHILL|True|True|True|True|18|15|16|1 ch @@r - 0 ch i lw|1 ch @@r - 0 ch i lw
A|True|True|True|True|124956|15|17|1 ei|1 ei
DRUG|True|True|True|True|89|15|18|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|15|19|1 a - 0 d i k t|1 a - 0 d i k t
IT|True|True|True|True|67151|16|1|1 i t|1 i t
CAN|True|True|True|True|7894|16|2|1 k a n|1 k a n
ALSO|True|True|True|True|3286|16|3|1 oo lw - 0 s ou|1 oo lw - 0 s ou
HAPPEN|True|True|True|True|475|16|4|1 h a - 0 p @ n|1 h a - 0 p @ n
IN|True|True|True|True|96089|16|5|1 i n|1 i n
SUCH|True|True|True|True|7548|16|6|1 s uh ch|1 s uh ch
CASES|True|True|True|True|442|16|7|1 k ei s - 0 i z|1 k ei s - 0 i z
THE|True|True|True|True|345973|16|8|0 dh @|0 dh @
FATHER|True|True|True|True|3343|16|9|1 f aa - 0 dh @|1 f aa - 0 dh @
OF|True|True|True|True|172137|16|10|1 o v|1 o v
THE|True|True|True|True|345973|16|11|0 dh @|0 dh @
CHILD|True|True|True|True|1943|16|12|1 ch ai lw d|1 ch ai lw d
HAS|True|True|True|True|9031|16|13|1 h a z|1 h a z
BEEN|True|True|True|True|14357|16|14|1 b ii n|1 b ii n
SERIOUS|True|True|True|True|486|16|15|1 s i@ - 0 r iy @ s|1 s i@ - 0 r iy @ s
SMOKER|True|True|True|True|5|16|16|1 s m ou k - 0 @|1 s m ou k - 0 @
ALCOHOL|True|True|True|True|29|16|17|1 a lw - 0 k @ - 0 h o lw|1 a lw - 0 k @ - 0 h o lw
OR|True|True|True|True|18622|16|18|1 oo|1 oo
DRUG|True|True|True|True|89|16|19|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|16|20|1 a - 0 d i k t|1 a - 0 d i k t
HE|True|True|True|True|75116|17|1|1 h ii|1 h ii
HAS|True|True|True|True|9031|17|2|1 h a z|1 h a z
NO|True|True|True|True|17774|17|3|1 n ou|1 n ou
FACIAL|True|True|True|True|10|17|4|1 f ei - 0 sh l!|1 f ei - 0 sh l!
EXPRESSIONS|True|True|True|True|89|17|5|0 i k - 1 s p r e - 0 sh n! z|0 i k - 1 s p r e - 0 sh n! z
AND|True|True|True|True|195893|17|6|1 a n d|1 a n d
SEEMS|True|True|True|True|1048|17|7|1 s ii m z|1 s ii m z
TO|True|True|True|True|154614|17|8|0 t uu|0 t uu
ENJOY|True|True|True|True|284|17|9|0 i n - 1 jh oi|0 i n - 1 jh oi
ANTAGONIZING|True|True|True|True|1|17|10|0 a n - 1 t a - 0 g @ - 2 n ai z - 0 i ng|0 a n - 1 t a - 0 g @ - 2 n ai z - 0 i ng
HER|True|True|True|True|40755|17|11|1 h @@r|1 h @@r
CALLING|True|True|True|True|355|17|12|1 k oo l - 0 i ng|1 k oo l - 0 i ng
HER|True|True|True|True|40755|17|13|1 h @@r|1 h @@r
BATTLE|True|True|True|True|594|17|14|1 b a - 0 t l!|1 b a - 0 t l!
ADDICT|True|True|True|True|54|17|15|1 a - 0 d i k t|1 a - 0 d i k t
OR|True|True|True|True|18622|17|16|1 oo|1 oo
FIGHTING|True|True|True|True|321|17|17|1 f ai t - 0 i ng|1 f ai t - 0 i ng
CHICKEN|True|True|True|True|105|17|18|1 ch i - 0 k i n|1 ch i - 0 k i n
THE|True|True|True|True|345973|18|1|0 dh @|0 dh @
MAN|True|True|True|True|11106|18|2|1 m a n|1 m a n
WHO|True|True|True|True|14528|18|3|1 h uu|1 h uu
HIM|True|True|True|True|27364|18|5|1 h i m|1 h i m
IS|True|True|True|True|43616|18|6|1 i z|1 i z
THE|True|True|True|True|345973|18|7|0 dh @|0 dh @
SAME|True|True|True|True|4377|18|8|1 s ei m|1 s ei m
COCAINE|True|True|True|True|4|18|9|0 k ou - 1 k ei n|0 k ou - 1 k ei n
ADDICT|True|True|True|True|54|18|10|1 a - 0 d i k t|1 a - 0 d i k t
BECAUSE|True|True|True|True|3537|19|1|0 b i - 1 k o z|0 b i - 1 k o z
OF|True|True|True|True|172137|19|2|1 o v|1 o v
THE|True|True|True|True|345973|19|3|0 dh @|0 dh @
SCANDAL|True|True|True|True|56|19|4|1 s k a n - 0 d l!|1 s k a n - 0 d l!
SURROUNDING|True|True|True|True|132|19|5|0 s @ - 1 r ow n d - 0 i ng|0 s @ - 1 r ow n d - 0 i ng
THE|True|True|True|True|345973|19|6|0 dh @|0 dh @
FILM'S|True|True|True|True|1|19|7|1 f i lw m z|1 f i lw m z
RELEASE|True|True|True|True|125|19|8|0 r i - 1 l ii s|0 r i - 1 l ii s
SCHNEIDER|True|True|True|True|2|19|9|1 sh n ai - 0 d @|1 sh n ai - 0 d @
BECAME|True|True|True|True|1569|19|10|0 b i - 1 k ei m|0 b i - 1 k ei m
A|True|True|True|True|124956|19|11|1 ei|1 ei
DRUG|True|True|True|True|89|19|12|1 d r uh g|1 d r uh g
ADDICT|True|True|True|True|54|19|13|1 a - 0 d i k t|1 a - 0 d i k t
AND|True|True|True|True|195893|19|14|1 a n d|1 a n d
SUICIDAL|True|True|True|True|6|19|15|2 s uu - 0 i - 1 s ai d - 0 l!|2 s uu - 0 i - 1 s ai d - 0 l!
WHILE|True|True|True|True|4512|20|1|1 w ai lw|1 w ai lw
THE|True|True|True|True|345973|20|2|0 dh ii|0 dh ii
ADDICT|True|True|True|True|54|20|3|1 a - 0 d i k t|1 a - 0 d i k t
HAS|True|True|True|True|9031|20|4|1 h a z|1 h a z
HIS|True|True|True|True|52853|20|5|1 h i z|1 h i z
WAY|True|True|True|True|6045|20|6|1 w ei|1 w ei
WITH|True|True|True|True|46126|20|7|1 w i dh|1 w i dh
THE|True|True|True|True|345973|20|8|0 dh @|0 dh @
BURGLAR|True|True|True|True|26|20|9|1 b @@r - 0 g l @|1 b @@r - 0 g l @
LEAVES|True|True|True|True|564|20|11|1 l ii v z|1 l ii v z
AND|True|True|True|True|195893|20|12|1 a n d|1 a n d
GOES|True|True|True|True|519|20|13|1 g ou z|1 g ou z
TO|True|True|True|True|154614|20|14|0 t uu|0 t uu
TREVOR'S|True|True|True|True|1|20|15|1 t r e - 0 v @ z|1 t r e - 0 v @ z
APARTMENT|True|True|True|True|193|20|16|0 @ - 1 p aa t - 0 m @ n t|0 @ - 1 p aa t - 0 m @ n t
FURTHER|True|True|True|True|1074|21|1|1 f @@r - 0 dh @|1 f @@r - 0 dh @
NORTH|True|True|True|True|584|21|2|1 n oo th|1 n oo th
LONG|True|True|True|True|5992|21|3|1 l o ng|1 l o ng
ISLAND|True|True|True|True|620|21|4|1 ai - 0 l @ n d|1 ai - 0 l @ n d
ALSO|True|True|True|True|3286|21|5|1 oo lw - 0 s ou|1 oo lw - 0 s ou
SUFFERED|True|True|True|True|362|21|6|1 s uh - 0 f @ d|1 s uh - 0 f @ d
MODERATE|True|True|True|True|67|21|7|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
TO|True|True|True|True|154614|21|8|0 t uu|0 t uu
STRONG|True|True|True|True|1355|21|9|1 s t r o ng|1 s t r o ng
WINDS|True|True|True|True|84|21|10|1 w i n d z|1 w i n d z
BLOWING|True|True|True|True|74|21|11|1 b l ou - 0 i ng|1 b l ou - 0 i ng
FROM|True|True|True|True|23311|21|12|1 f r o m|1 f r o m
THE|True|True|True|True|345973|21|13|0 dh @|0 dh @
NORTH|True|True|True|True|584|21|14|1 n oo th|1 n oo th
AT|True|True|True|True|32269|21|15|1 a t|1 a t
THEIR|True|True|True|True|17242|21|16|1 dh eir|1 dh eir
PEAK|True|True|True|True|70|21|17|1 p ii k|1 p ii k
USUALLY|True|True|True|True|530|22|1|1 y uu - 0 zh uw @ l - 0 iy|1 y uu - 0 zh uw @ l - 0 iy
IN|True|True|True|True|96089|22|2|1 i n|1 i n
FULL|True|True|True|True|2053|22|3|1 f u lw|1 f u lw
MARCH|True|True|True|True|403|22|4|1 m aa ch|1 m aa ch
FORM|True|True|True|True|1397|22|5|1 f oo m|1 f oo m
THIS|True|True|True|True|25557|22|6|1 dh i s|1 dh i s
DIFFICULTY|True|True|True|True|574|22|7|1 d i - 0 f i - 0 k l! t - 0 iy|1 d i - 0 f i - 0 k l! t - 0 iy
REQUIRES|True|True|True|True|152|22|8|0 r i - 1 k w ai @ z|0 r i - 1 k w ai @ z
MODERATE|True|True|True|True|67|22|9|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
TECHNIQUE|True|True|True|True|24|22|10|0 t e k - 1 n ii k|0 t e k - 1 n ii k
AND|True|True|True|True|195893|22|11|1 a n d|1 a n d
ENDURANCE|True|True|True|True|56|22|12|0 i n - 1 jh ur r - 0 @ n s|0 i n - 1 jh ur r - 0 @ n s
SKILLS|True|True|True|True|15|22|13|1 s k i lw z|1 s k i lw z
THE|True|True|True|True|345973|23|1|0 dh @|0 dh @
DAMAGE|True|True|True|True|92|23|2|1 d a - 0 m i jh|1 d a - 0 m i jh
TO|True|True|True|True|154614|23|3|0 t uu|0 t uu
TENNESSEE|True|True|True|True|27|23|4|2 t e - 0 n i - 1 s ii|2 t e - 0 n i - 1 s ii
WAS|True|True|True|True|69893|23|5|1 w o z|1 w o z
LIGHT|True|True|True|True|2779|23|6|1 l ai t|1 l ai t
BUT|True|True|True|True|38402|23|7|1 b uh t|1 b uh t
THE|True|True|True|True|345973|23|8|0 dh @|0 dh @
WAR|True|True|True|True|1211|23|9|1 w oo|1 w oo
HAWK|True|True|True|True|59|23|10|1 h oo k|1 h oo k
SUSTAINED|True|True|True|True|90|23|11|0 s @ - 1 s t ei n d|0 s @ - 1 s t ei n d
MODERATE|True|True|True|True|67|23|12|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
DAMAGE|True|True|True|True|92|23|13|1 d a - 0 m i jh|1 d a - 0 m i jh
NEAR|True|True|True|True|1856|23|14|1 n i@|1 n i@
THE|True|True|True|True|345973|23|15|0 dh @|0 dh @
BOW|False|False|True|True|62|23|16|1 b ou|1 b ow
IN|True|True|True|True|96089|24|1|1 i n|1 i n
THEOLOGY|True|True|True|True|42|24|2|0 th iy - 1 o - 0 l @ - 0 jh iy|0 th iy - 1 o - 0 l @ - 0 jh iy
HE|True|True|True|True|75116|24|3|1 h ii|1 h ii
WAS|True|True|True|True|69893|24|4|1 w o z|1 w o z
A|True|True|True|True|124956|24|5|1 ei|1 ei
MODERATE|True|True|True|True|67|24|6|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
LIBERAL|True|True|True|True|111|24|7|1 l i - 0 b @ - 0 r @ lw|1 l i - 0 b @ - 0 r @ lw
IT|True|True|True|True|67151|26|1|1 i t|1 i t
MODERATE|True|True|True|True|67|26|3|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
SOCIAL|True|True|True|True|535|26|4|1 s ou - 0 sh l!|1 s ou - 0 sh l!
REFORMS|True|True|True|True|24|26|5|0 r i - 1 f oo m z|0 r i - 1 f oo m z
WITH|True|True|True|True|46126|26|6|1 w i dh|1 w i dh
REPRESSION|True|True|True|True|15|26|7|0 r i - 1 p r e - 0 sh n!|0 r i - 1 p r e - 0 sh n!
OF|True|True|True|True|172137|26|8|1 o v|1 o v
THE|True|True|True|True|345973|26|9|0 dh @|0 dh @
SOCIAL|True|True|True|True|535|26|10|1 s ou - 0 sh l!|1 s ou - 0 sh l!
MOVEMENTS|True|True|True|True|238|26|11|1 m uu v - 0 m @ n t s|1 m uu v - 0 m @ n t s
MILD|True|True|True|True|131|27|1|1 m ai lw d|1 m ai lw d
TO|True|True|True|True|154614|27|2|0 t uu|0 t uu
MODERATE|True|True|True|True|67|27|3|1 m o - 0 d @ - 0 r @ t|1 m o - 0 d @ - 0 r @ t
EARTHQUAKES|True|True|True|True|17|27|4|1 @@r th - 3 k w ei k s|1 @@r th - 3 k w ei k s
HAVE|True|True|True|True|26743|27|5|1 h a v|1 h a v
BEEN|True|True|True|True|14357|27|6|1 b ii n|1 b ii n
REPORTED|True|True|True|True|133|27|7|0 r i - 1 p oo t - 0 i d|0 r i - 1 p oo t - 0 i d
TO|True|True|True|True|154614|27|8|0 t uu|0 t uu
